Bus_name,Bus_type,Arrival_time,Departure_time,Total_duration,Price,Seats_Available,Ratings,Route_name,Route_link
Bihar state road transport corporation (BSRTC) - 153594,AC Seater (2+2),04:00,20:41,07h 19m,INR 396,34 Seats available,2.6,Patna (Bihar) to Hazaribagh,https://www.redbus.in/bus-tickets/patna-to-hazaribagh
Bhawani Travels,NON A/C Seater Push Back (2+2),21:15,13:25,07h 50m,INR 400,40 Seats available,1.5,Patna (Bihar) to Hazaribagh,https://www.redbus.in/bus-tickets/patna-to-hazaribagh
Mahuli Travels,A/C Seater / Sleeper (2+1),04:00,21:00,07h 00m,578,19 Seats available,4.1,Patna (Bihar) to Hazaribagh,https://www.redbus.in/bus-tickets/patna-to-hazaribagh
Arzoo Travels,Bharat Benz A/C Seater /Sleeper (2+1),02:30,20:30,06h 00m,450,41 Seats available,3.9,Patna (Bihar) to Hazaribagh,https://www.redbus.in/bus-tickets/patna-to-hazaribagh
Sri Sai ( Jharkhand Paryatak),A/C Seater / Sleeper (2+1),04:15,20:45,07h 30m,412,16 Seats available,3.4,Patna (Bihar) to Hazaribagh,https://www.redbus.in/bus-tickets/patna-to-hazaribagh
Sri Krishna Rath,A/C Seater / Sleeper (2+2),03:30,21:15,06h 15m,INR 500,22 Seats available,3.4,Patna (Bihar) to Hazaribagh,https://www.redbus.in/bus-tickets/patna-to-hazaribagh
Chandralok Travels,A/C Seater / Sleeper (2+1),04:30,21:20,07h 10m,INR 525,48 Seats available,3.4,Patna (Bihar) to Hazaribagh,https://www.redbus.in/bus-tickets/patna-to-hazaribagh
Tejas Maa Bhawani,Non AC Seater (2+2),02:30,21:30,05h 00m,INR 599,2 Seats available,3.1,Patna (Bihar) to Hazaribagh,https://www.redbus.in/bus-tickets/patna-to-hazaribagh
Rajdhani bus service,Non A/C Seater / Sleeper (2+1),01:30,18:30,07h 00m,630,28 Seats available,2.9,Patna (Bihar) to Hazaribagh,https://www.redbus.in/bus-tickets/patna-to-hazaribagh
Divya Rath,A/C Sleeper (2+1),03:00,20:15,06h 45m,INR 1000,30 Seats available,1.9,Patna (Bihar) to Hazaribagh,https://www.redbus.in/bus-tickets/patna-to-hazaribagh
Panwar Travels,A/C Seater / Sleeper (2+1),07:20,21:00,10h 20m,INR 850,26 Seats available,2.0,Lucknow to Motihari,https://www.redbus.in/bus-tickets/lucknow-to-motihari
MISHRA BANDHU BUS SERVICE,A/C Seater / Sleeper (2+1),07:05,21:05,10h 00m,INR 840,30 Seats available,2.0,Lucknow to Motihari,https://www.redbus.in/bus-tickets/lucknow-to-motihari
Shree Balajee Travels And Cargo,A/C Seater / Sleeper (2+1),09:00,23:30,09h 30m,INR 1899,47 Seats available,2.0,Lucknow to Motihari,https://www.redbus.in/bus-tickets/lucknow-to-motihari
Bihar state road transport corporation (BSRTC) - 142847,AC Seater (2+2),04:00,21:25,06h 35m,INR 450,35 Seats available,2.2,Patna (Bihar) to Forbesganj,https://www.redbus.in/bus-tickets/patna-to-forbesganj
MAA SHANTI TRAVELS,A/C Seater / Sleeper (2+1),04:25,22:10,06h 15m,675,24 Seats available,2.0,Patna (Bihar) to Forbesganj,https://www.redbus.in/bus-tickets/patna-to-forbesganj
Shatabdi Travels,A/C Seater / Sleeper (2+1),05:45,22:00,07h 45m,INR 600,22 Seats available,3.5,Patna (Bihar) to Forbesganj,https://www.redbus.in/bus-tickets/patna-to-forbesganj
Divya Rath,A/C Sleeper (2+1),03:45,20:45,07h 00m,INR 700,23 Seats available,4.2,Patna (Bihar) to Forbesganj,https://www.redbus.in/bus-tickets/patna-to-forbesganj
Aarush Krrish,A/C Seater / Sleeper (2+1),04:00,21:00,07h 00m,INR 600,46 Seats available,4.4,Patna (Bihar) to Forbesganj,https://www.redbus.in/bus-tickets/patna-to-forbesganj
MAA SHANTI TRAVELS,A/C Seater / Sleeper (2+1),05:15,22:25,06h 50m,630,42 Seats available,4.1,Patna (Bihar) to Forbesganj,https://www.redbus.in/bus-tickets/patna-to-forbesganj
MAA SHANTI TRAVELS,Non A/C Seater / Sleeper (2+1),05:25,22:25,07h 00m,630,40 Seats available,4.1,Patna (Bihar) to Forbesganj,https://www.redbus.in/bus-tickets/patna-to-forbesganj
Mahuli Travels,A/C Seater / Sleeper (2+1),04:00,20:50,07h 10m,495,44 Seats available,3.2,Patna (Bihar) to Forbesganj,https://www.redbus.in/bus-tickets/patna-to-forbesganj
Raj Bus Services,A/C Seater / Sleeper (2+1),02:05,16:55,09h 10m,450,13 Seats available,3.7,Patna (Bihar) to Forbesganj,https://www.redbus.in/bus-tickets/patna-to-forbesganj
Raj Bus Services,Bharat Benz A/C Seater /Sleeper (2+1),04:05,20:35,07h 30m,555,19 Seats available,3.9,Patna (Bihar) to Forbesganj,https://www.redbus.in/bus-tickets/patna-to-forbesganj
Bihar state road transport corporation (BSRTC) - 152896,Non AC Seater (2+2),06:00,21:59,08h 01m,INR 400,8 Seats available,3.4,Patna (Bihar) to Saharsa,https://www.redbus.in/bus-tickets/patna-to-saharsa
Rukmanti (AT),A/C Seater / Sleeper (2+1),05:00,20:00,09h 00m,508,22 Seats available,1.4,Patna (Bihar) to Saharsa,https://www.redbus.in/bus-tickets/patna-to-saharsa
Tiwari Motors,A/C Seater / Sleeper (2+1),05:05,20:00,09h 05m,INR 499,48 Seats available,3.0,Patna (Bihar) to Saharsa,https://www.redbus.in/bus-tickets/patna-to-saharsa
Sri Krishna Rath,A/C Seater / Sleeper (2+2),03:30,20:00,07h 30m,INR 650,28 Seats available,3.0,Patna (Bihar) to Saharsa,https://www.redbus.in/bus-tickets/patna-to-saharsa
Sri Krishna Rath,A/C Seater / Sleeper (2+2),02:30,20:30,06h 00m,INR 700,25 Seats available,5.0,Patna (Bihar) to Saharsa,https://www.redbus.in/bus-tickets/patna-to-saharsa
Sri Krishna Rath,A/C Seater / Sleeper (2+2),04:00,20:45,07h 15m,INR 700,28 Seats available,3.0,Patna (Bihar) to Saharsa,https://www.redbus.in/bus-tickets/patna-to-saharsa
Raj Rath,A/C Seater / Sleeper (2+2),06:00,21:00,09h 00m,INR 475,36 Seats available,3.0,Patna (Bihar) to Saharsa,https://www.redbus.in/bus-tickets/patna-to-saharsa
Sri Krishna Rath,A/C Seater / Sleeper (2+2),04:30,21:00,07h 30m,INR 700,12 Seats available,3.0,Patna (Bihar) to Saharsa,https://www.redbus.in/bus-tickets/patna-to-saharsa
Bihar state road transport corporation (BSRTC) - 142847,AC Seater (2+2),04:35,21:25,07h 10m,INR 468,35 Seats available,3.0,Patna (Bihar) to Araria (Bihar),https://www.redbus.in/bus-tickets/patna-to-araria
Divya Rath,A/C Sleeper (2+1),04:45,20:45,08h 00m,INR 700,23 Seats available,3.0,Patna (Bihar) to Araria (Bihar),https://www.redbus.in/bus-tickets/patna-to-araria
MAA SHANTI TRAVELS,A/C Seater / Sleeper (2+1),05:26,22:10,07h 16m,675,24 Seats available,3.0,Patna (Bihar) to Araria (Bihar),https://www.redbus.in/bus-tickets/patna-to-araria
AITIANA CRUISELINERS,A/C Seater / Sleeper (2+1),05:30,21:15,08h 15m,INR 600,8 Seats available,3.0,Patna (Bihar) to Araria (Bihar),https://www.redbus.in/bus-tickets/patna-to-araria
Shatabdi Travels,A/C Seater / Sleeper (2+1),06:00,22:00,08h 00m,INR 600,23 Seats available,3.0,Patna (Bihar) to Araria (Bihar),https://www.redbus.in/bus-tickets/patna-to-araria
Sadhvi Rath,A/C Seater / Sleeper (2+1),05:10,20:20,08h 50m,558,38 Seats available,3.0,Patna (Bihar) to Araria (Bihar),https://www.redbus.in/bus-tickets/patna-to-araria
MAA SHANTI TRAVELS,A/C Seater / Sleeper (2+1),06:30,22:25,08h 05m,630,35 Seats available,3.0,Patna (Bihar) to Araria (Bihar),https://www.redbus.in/bus-tickets/patna-to-araria
Maa Durga Rath,A/C Seater / Sleeper (2+1),04:00,20:00,08h 00m,INR 750,48 Seats available,3.0,Patna (Bihar) to Araria (Bihar),https://www.redbus.in/bus-tickets/patna-to-araria
MAA SHANTI TRAVELS,A/C Seater / Sleeper (2+1),06:05,22:25,07h 40m,630,42 Seats available,2.6,Patna (Bihar) to Araria (Bihar),https://www.redbus.in/bus-tickets/patna-to-araria
Mahuli Travels,A/C Seater / Sleeper (2+1),04:45,20:50,07h 55m,495,44 Seats available,1.4,Patna (Bihar) to Araria (Bihar),https://www.redbus.in/bus-tickets/patna-to-araria
Bihar state road transport corporation (BSRTC) - 160830,Non AC Seater (2+3),00:01,21:30,02h 31m,INR 129,52 Seats available,1.3,Patna (Bihar) to Muzaffarpur (Bihar),https://www.redbus.in/bus-tickets/patna-to-muzaffarpur
Rohit Sewa,NON A/C Seater (2+2),13:40,11:40,02h 00m,INR 130,42 Seats available,1.3,Patna (Bihar) to Muzaffarpur (Bihar),https://www.redbus.in/bus-tickets/patna-to-muzaffarpur
Rohit Sewa,NON A/C Seater (2+2),13:50,11:50,02h 00m,INR 130,42 Seats available,1.3,Patna (Bihar) to Muzaffarpur (Bihar),https://www.redbus.in/bus-tickets/patna-to-muzaffarpur
Rohit Sewa,NON A/C Seater (2+2),13:55,11:55,02h 00m,INR 130,42 Seats available,1.0,Patna (Bihar) to Muzaffarpur (Bihar),https://www.redbus.in/bus-tickets/patna-to-muzaffarpur
Rohit Sewa,NON A/C Seater (2+2),13:55,11:55,02h 00m,INR 150,42 Seats available,2.9,Patna (Bihar) to Muzaffarpur (Bihar),https://www.redbus.in/bus-tickets/patna-to-muzaffarpur
Rohit Sewa,NON A/C Seater (2+2),14:00,12:00,02h 00m,INR 150,42 Seats available,3.0,Patna (Bihar) to Muzaffarpur (Bihar),https://www.redbus.in/bus-tickets/patna-to-muzaffarpur
Rohit Sewa,NON A/C Seater (2+2),14:28,12:28,02h 00m,INR 150,42 Seats available,2.7,Patna (Bihar) to Muzaffarpur (Bihar),https://www.redbus.in/bus-tickets/patna-to-muzaffarpur
Rohit Sewa,NON A/C Seater (2+2),14:34,12:34,02h 00m,INR 150,42 Seats available,2.7,Patna (Bihar) to Muzaffarpur (Bihar),https://www.redbus.in/bus-tickets/patna-to-muzaffarpur
Rohit Sewa,NON A/C Seater (2+2),16:06,14:06,02h 00m,INR 150,42 Seats available,2.7,Patna (Bihar) to Muzaffarpur (Bihar),https://www.redbus.in/bus-tickets/patna-to-muzaffarpur
Rohit Sewa,NON A/C Seater (2+2),16:09,14:09,02h 00m,INR 150,42 Seats available,2.6,Patna (Bihar) to Muzaffarpur (Bihar),https://www.redbus.in/bus-tickets/patna-to-muzaffarpur
Rohit Sewa,NON A/C Seater (2+2),16:25,14:25,02h 00m,INR 130,42 Seats available,1.6,Patna (Bihar) to Muzaffarpur (Bihar),https://www.redbus.in/bus-tickets/patna-to-muzaffarpur
Rohit Sewa,NON A/C Seater (2+2),19:16,17:16,02h 00m,INR 130,42 Seats available,1.7,Patna (Bihar) to Muzaffarpur (Bihar),https://www.redbus.in/bus-tickets/patna-to-muzaffarpur
Rohit Sewa,NON A/C Seater (2+2),19:40,17:40,02h 00m,INR 150,42 Seats available,1.4,Patna (Bihar) to Muzaffarpur (Bihar),https://www.redbus.in/bus-tickets/patna-to-muzaffarpur
Rohit Sewa,NON A/C Seater (2+2),20:04,18:04,02h 00m,INR 150,42 Seats available,1.3,Patna (Bihar) to Muzaffarpur (Bihar),https://www.redbus.in/bus-tickets/patna-to-muzaffarpur
Rohit Sewa,NON A/C Seater (2+2),20:14,18:14,02h 00m,INR 150,42 Seats available,1.3,Patna (Bihar) to Muzaffarpur (Bihar),https://www.redbus.in/bus-tickets/patna-to-muzaffarpur
Panwar Travels,A/C Sleeper (2+1),13:30,21:00,16h 30m,INR 2200,34 Seats available,1.3,Agra to Motihari,https://www.redbus.in/bus-tickets/agra-to-motihari
Maa kali Travels,A/C Seater / Sleeper (2+2),08:55,19:55,13h 00m,INR 2099,28 Seats available,1.0,Agra to Motihari,https://www.redbus.in/bus-tickets/agra-to-motihari
Shree Balajee Travels And Cargo,NON A/C Seater/ Sleeper (2+1),15:30,21:30,0-6h 00m,INR 1500,40 Seats available,1.0,Agra to Motihari,https://www.redbus.in/bus-tickets/agra-to-motihari
Shree Balajee Travels And Cargo,A/C Seater / Sleeper (2+1),09:00,18:00,15h 00m,INR 1899,47 Seats available,1.0,Agra to Motihari,https://www.redbus.in/bus-tickets/agra-to-motihari
Shree Balajee Travels And Cargo,A/C Seater / Sleeper (2+2),09:00,22:00,11h 00m,INR 1099,41 Seats available,1.0,Agra to Motihari,https://www.redbus.in/bus-tickets/agra-to-motihari
PURWANCHAL EXPRESS,A/C Seater / Sleeper (2+2),07:30,17:00,14h 30m,INR 1699,21 Seats available,1.0,Agra to Motihari,https://www.redbus.in/bus-tickets/agra-to-motihari
Bihar state road transport corporation (BSRTC) - 153614,AC Seater (2+2),07:30,23:15,08h 15m,INR 484,23 Seats available,1.0,Hazaribagh to Muzaffarpur (Bihar),https://www.redbus.in/bus-tickets/hazaribagh-to-muzaffarpur
Pawapuri Motors,A/C Seater / Sleeper (2+1),05:45,21:45,08h 00m,INR 850,9 Seats available,1.0,Hazaribagh to Muzaffarpur (Bihar),https://www.redbus.in/bus-tickets/hazaribagh-to-muzaffarpur
Tejas Maa Bhawani,A/C Seater / Sleeper (2+2),05:30,21:35,07h 55m,INR 850,9 Seats available,1.9,Hazaribagh to Muzaffarpur (Bihar),https://www.redbus.in/bus-tickets/hazaribagh-to-muzaffarpur
Tejas Maa Bhawani,A/C Sleeper (2+1),05:15,21:00,08h 15m,INR 800,26 Seats available,2.2,Hazaribagh to Muzaffarpur (Bihar),https://www.redbus.in/bus-tickets/hazaribagh-to-muzaffarpur
Tejas Maa Bhawani,Non AC Seater (2+2),05:30,21:00,08h 30m,INR 649,2 Seats available,3.8,Hazaribagh to Muzaffarpur (Bihar),https://www.redbus.in/bus-tickets/hazaribagh-to-muzaffarpur
Panwar Travels,A/C Sleeper (2+1),06:15,15:40,14h 35m,INR 2200,17 Seats available,3.8,Motihari to Agra,https://www.redbus.in/bus-tickets/motihari-to-agra
Baba Khatushyam Travels Pvt Ltd,A/C Seater / Sleeper (3+1),07:30,17:35,13h 55m,INR 1199,56 Seats available,1.6,Motihari to Agra,https://www.redbus.in/bus-tickets/motihari-to-agra
Travel Point World LLP,A/C Seater / Sleeper (2+2),06:50,18:20,12h 30m,INR 1999,38 Seats available,1.7,Motihari to Agra,https://www.redbus.in/bus-tickets/motihari-to-agra
Maa kali Travels,A/C Seater / Sleeper (2+2),06:25,14:55,15h 30m,INR 1599,38 Seats available,1.4,Motihari to Agra,https://www.redbus.in/bus-tickets/motihari-to-agra
Shree Balajee Travels And Cargo,A/C Seater / Sleeper (2+1),06:43,15:00,15h 43m,INR 1899,46 Seats available,1.3,Motihari to Agra,https://www.redbus.in/bus-tickets/motihari-to-agra
Shree Balajee Travels And Cargo,NON A/C Seater/ Sleeper (2+1),06:00,16:30,13h 30m,INR 1500,39 Seats available,1.3,Motihari to Agra,https://www.redbus.in/bus-tickets/motihari-to-agra
Shree Balajee Travels And Cargo,A/C Seater / Sleeper (2+2),06:00,17:30,12h 30m,INR 1999,72 Seats available,1.3,Motihari to Agra,https://www.redbus.in/bus-tickets/motihari-to-agra
Bihar state road transport corporation (BSRTC) - 170405,Non AC Seater (2+2),15:30,12:30,03h 00m,INR 116,32 Seats available,1.3,Patna (Bihar) to Chhapra (Bihar),https://www.redbus.in/bus-tickets/patna-to-chapra
Bihar state road transport corporation (BSRTC) - 170407,Non AC Seater (2+2),16:30,13:30,03h 00m,INR 116,32 Seats available,3.5,Patna (Bihar) to Chhapra (Bihar),https://www.redbus.in/bus-tickets/patna-to-chapra
Bihar state road transport corporation (BSRTC) - 170408,Non AC Seater (2+2),17:30,14:30,03h 00m,INR 116,32 Seats available,2.3,Patna (Bihar) to Chhapra (Bihar),https://www.redbus.in/bus-tickets/patna-to-chapra
Bihar state road transport corporation (BSRTC) - 149826,Non AC Seater (2+2),18:00,15:00,03h 00m,INR 116,32 Seats available,1.0,Patna (Bihar) to Chhapra (Bihar),https://www.redbus.in/bus-tickets/patna-to-chapra
Bihar state road transport corporation (BSRTC) - 149828,Non AC Seater (2+2),18:30,15:30,03h 00m,INR 116,32 Seats available,1.0,Patna (Bihar) to Chhapra (Bihar),https://www.redbus.in/bus-tickets/patna-to-chapra
Bihar state road transport corporation (BSRTC) - 170409,Non AC Seater (2+2),19:00,16:00,03h 00m,INR 116,32 Seats available,1.0,Patna (Bihar) to Chhapra (Bihar),https://www.redbus.in/bus-tickets/patna-to-chapra
Bihar state road transport corporation (BSRTC) - 179378,Non AC Seater (2+2),19:08,17:10,01h 58m,INR 109,42 Seats available,2.6,Patna (Bihar) to Chhapra (Bihar),https://www.redbus.in/bus-tickets/patna-to-chapra
Jyoti Bihar,Non AC Seater (2+2),21:15,18:15,03h 00m,INR 150,40 Seats available,2.6,Patna (Bihar) to Chhapra (Bihar),https://www.redbus.in/bus-tickets/patna-to-chapra
Swastik Travels,Non AC Seater (2+2),16:40,12:45,03h 55m,INR 150,43 Seats available,2.6,Patna (Bihar) to Chhapra (Bihar),https://www.redbus.in/bus-tickets/patna-to-chapra
Panwar Travels,A/C Seater / Sleeper (2+1),06:40,21:35,09h 05m,INR 800,19 Seats available,2.6,Motihari to Lucknow,https://www.redbus.in/bus-tickets/motihari-to-lucknow
Panwar Travels,A/C Sleeper (2+1),02:02,15:40,10h 22m,INR 2200,19 Seats available,4.8,Motihari to Lucknow,https://www.redbus.in/bus-tickets/motihari-to-lucknow
Baba Khatushyam Travels Pvt Ltd,A/C Seater / Sleeper (3+1),03:00,17:35,09h 25m,INR 1199,56 Seats available,3.4,Motihari to Lucknow,https://www.redbus.in/bus-tickets/motihari-to-lucknow
Travel Point World LLP,A/C Seater / Sleeper (2+2),03:20,18:20,09h 00m,INR 1999,38 Seats available,3.4,Motihari to Lucknow,https://www.redbus.in/bus-tickets/motihari-to-lucknow
Maa kali Travels,A/C Seater / Sleeper (2+2),01:25,14:55,10h 30m,INR 1599,38 Seats available,3.4,Motihari to Lucknow,https://www.redbus.in/bus-tickets/motihari-to-lucknow
Shree Balajee Travels And Cargo,A/C Seater / Sleeper (2+1),01:00,15:00,10h 00m,INR 1899,46 Seats available,3.4,Motihari to Lucknow,https://www.redbus.in/bus-tickets/motihari-to-lucknow
Shree Balajee Travels And Cargo,A/C Sleeper (2+1),04:01,21:31,06h 30m,INR 2500,36 Seats available,2.9,Motihari to Lucknow,https://www.redbus.in/bus-tickets/motihari-to-lucknow
Shree Balajee Travels And Cargo,NON A/C Seater/ Sleeper (2+1),23:30,16:30,07h 00m,INR 1500,39 Seats available,2.4,Motihari to Lucknow,https://www.redbus.in/bus-tickets/motihari-to-lucknow
Shree Balajee Travels And Cargo,A/C Seater / Sleeper (2+2),03:00,17:30,09h 30m,INR 1999,72 Seats available,1.7,Motihari to Lucknow,https://www.redbus.in/bus-tickets/motihari-to-lucknow
Bihar state road transport corporation (BSRTC) - 178820,Non AC Seater (2+2),22:06,18:00,28h 06m,INR 237,41 Seats available,3.4,Motihari to Patna (Bihar),https://www.redbus.in/bus-tickets/motihari-to-patna
Jai Mata Di Tour and Travels,A/C Seater/Sleeper (2+1),18:00,14:02,03h 58m,405,20 Seats available,3.2,Motihari to Patna (Bihar),https://www.redbus.in/bus-tickets/motihari-to-patna
Jai Mata Di,AC Seater (2+2),19:20,14:20,05h 00m,INR 350,41 Seats available,2.6,Motihari to Patna (Bihar),https://www.redbus.in/bus-tickets/motihari-to-patna
Jai Mata Di,AC Seater (2+2),19:00,14:30,04h 30m,INR 350,41 Seats available,1.9,Motihari to Patna (Bihar),https://www.redbus.in/bus-tickets/motihari-to-patna
Saurabh Travels,A/C Seater Push Back (2+2),19:00,15:00,04h 00m,INR 350,42 Seats available,2.3,Motihari to Patna (Bihar),https://www.redbus.in/bus-tickets/motihari-to-patna
Jai Hanuman Travels,A/C Seater / Sleeper (2+2),16:50,12:05,04h 45m,450,54 Seats available,2.3,Motihari to Patna (Bihar),https://www.redbus.in/bus-tickets/motihari-to-patna
Jai Mata Di Travels,A/C Seater / Sleeper (2+2),21:00,14:30,06h 30m,1170,16 Seats available,2.3,Motihari to Patna (Bihar),https://www.redbus.in/bus-tickets/motihari-to-patna
Jai Hanuman Travels,A/C Seater / Sleeper (2+2),05:00,23:10,05h 50m,540,43 Seats available,2.3,Motihari to Patna (Bihar),https://www.redbus.in/bus-tickets/motihari-to-patna
Jai Hanuman Travels,A/C Seater / Sleeper (2+2),05:31,23:40,05h 51m,495,40 Seats available,1.2,Motihari to Patna (Bihar),https://www.redbus.in/bus-tickets/motihari-to-patna
Bihar state road transport corporation (BSRTC) - 142847,AC Seater (2+2),02:30,21:25,05h 05m,INR 435,34 Seats available,2.9,Patna (Bihar) to Simrahi Bazar (Bihar),https://www.redbus.in/bus-tickets/patna-to-simrahi-bazar-bihar
Raj Bus Services,Bharat Benz A/C Seater /Sleeper (2+1),03:35,20:35,07h 00m,555,18 Seats available,1.3,Patna (Bihar) to Simrahi Bazar (Bihar),https://www.redbus.in/bus-tickets/patna-to-simrahi-bazar-bihar
Mahuli Travels,A/C Seater / Sleeper (2+1),03:00,20:50,06h 10m,495,44 Seats available,1.3,Patna (Bihar) to Simrahi Bazar (Bihar),https://www.redbus.in/bus-tickets/patna-to-simrahi-bazar-bihar
Raj Bus Services,A/C Seater / Sleeper (2+1),03:05,19:25,07h 40m,540,15 Seats available,2.5,Patna (Bihar) to Simrahi Bazar (Bihar),https://www.redbus.in/bus-tickets/patna-to-simrahi-bazar-bihar
Raj Bus Services,A/C Seater / Sleeper (2+1),23:59,16:55,07h 04m,450,12 Seats available,4.5,Patna (Bihar) to Simrahi Bazar (Bihar),https://www.redbus.in/bus-tickets/patna-to-simrahi-bazar-bihar
Rukmanti (AT),A/C Seater / Sleeper (2+1),02:15,20:00,06h 15m,508,38 Seats available,3.2,Patna (Bihar) to Simrahi Bazar (Bihar),https://www.redbus.in/bus-tickets/patna-to-simrahi-bazar-bihar
Tiwari Motors,A/C Seater / Sleeper (2+1),03:30,20:00,07h 30m,INR 449,48 Seats available,2.9,Patna (Bihar) to Simrahi Bazar (Bihar),https://www.redbus.in/bus-tickets/patna-to-simrahi-bazar-bihar
Aarush Krrish,A/C Seater / Sleeper (2+1),02:00,21:00,05h 00m,INR 600,46 Seats available,2.4,Patna (Bihar) to Simrahi Bazar (Bihar),https://www.redbus.in/bus-tickets/patna-to-simrahi-bazar-bihar
Raj Bus Services,Bharat Benz A/C Seater /Sleeper (2+1),01:35,18:25,07h 10m,540,10 Seats available,3.6,Patna (Bihar) to Simrahi Bazar (Bihar),https://www.redbus.in/bus-tickets/patna-to-simrahi-bazar-bihar
VIJAY RATH,A/C Seater / Sleeper (2+1),03:00,20:30,06h 30m,INR 500,12 Seats available,1.9,Patna (Bihar) to Simrahi Bazar (Bihar),https://www.redbus.in/bus-tickets/patna-to-simrahi-bazar-bihar
Bihar state road transport corporation (BSRTC) - 153594,AC Seater (2+2),05:31,18:00,11h 31m,INR 548,34 Seats available,2.3,Muzaffarpur (Bihar) to Ramgarh (Jharkhand),https://www.redbus.in/bus-tickets/muzaffarpur-to-ramgarh
Pawapuri Motors,A/C Seater / Sleeper (2+1),04:15,17:30,10h 45m,INR 750,14 Seats available,3.0,Muzaffarpur (Bihar) to Ramgarh (Jharkhand),https://www.redbus.in/bus-tickets/muzaffarpur-to-ramgarh
Tejas Maa Bhawani,A/C Seater / Sleeper (2+2),04:45,18:40,10h 05m,INR 750,4 Seats available,2.6,Muzaffarpur (Bihar) to Ramgarh (Jharkhand),https://www.redbus.in/bus-tickets/muzaffarpur-to-ramgarh
Tejas Maa Bhawani,AC Sleeper (2+1),04:30,18:45,09h 45m,INR 1000,2 Seats available,3.8,Muzaffarpur (Bihar) to Ramgarh (Jharkhand),https://www.redbus.in/bus-tickets/muzaffarpur-to-ramgarh
Tejas Maa Bhawani,A/C Sleeper (2+1),05:00,18:51,10h 09m,INR 1050,25 Seats available,4.4,Muzaffarpur (Bihar) to Ramgarh (Jharkhand),https://www.redbus.in/bus-tickets/muzaffarpur-to-ramgarh
Tejas Maa Bhawani,Non AC Seater (2+2),03:50,18:30,09h 20m,INR 599,2 Seats available,3.2,Muzaffarpur (Bihar) to Ramgarh (Jharkhand),https://www.redbus.in/bus-tickets/muzaffarpur-to-ramgarh
Travel Point World LLP,A/C Seater / Sleeper (2+2),07:35,13:00,18h 35m,INR 1999,34 Seats available,3.5,Hajipur (Bihar) to Delhi,https://www.redbus.in/bus-tickets/hajipur-to-delhi
Jagdamba tourism,A/C Seater / Sleeper (2+2),08:15,14:15,18h 00m,INR 2499,25 Seats available,2.4,Hajipur (Bihar) to Delhi,https://www.redbus.in/bus-tickets/hajipur-to-delhi
New Travel India,A/C Seater / Sleeper (2+1),08:00,13:55,18h 05m,INR 2999,14 Seats available,2.6,Hajipur (Bihar) to Delhi,https://www.redbus.in/bus-tickets/hajipur-to-delhi
Shree Balajee Travels And Cargo,A/C Seater / Sleeper (2+2),10:00,14:00,20h 00m,INR 1999,72 Seats available,3.5,Hajipur (Bihar) to Delhi,https://www.redbus.in/bus-tickets/hajipur-to-delhi
Bihar state road transport corporation (BSRTC) - 153594,AC Seater (2+2),05:31,20:41,08h 50m,INR 466,34 Seats available,4.4,Patna (Bihar) to Ramgarh (Jharkhand),https://www.redbus.in/bus-tickets/patna-to-ramgarh-jharkhand
Mahuli Travels,A/C Seater/Sleeper (2+1),05:00,21:00,08h 00m,578,36 Seats available,2.7,Patna (Bihar) to Ramgarh (Jharkhand),https://www.redbus.in/bus-tickets/patna-to-ramgarh-jharkhand
MAA SHANTI TRAVELS,A/C Sleeper (2+1),03:45,20:27,07h 18m,810,21 Seats available,3.1,Patna (Bihar) to Ramgarh (Jharkhand),https://www.redbus.in/bus-tickets/patna-to-ramgarh-jharkhand
MAA SHANTI TRAVELS,A/C Seater/Sleeper (2+1),05:15,21:25,07h 50m,675,35 Seats available,N/A,Patna (Bihar) to Ramgarh (Jharkhand),https://www.redbus.in/bus-tickets/patna-to-ramgarh-jharkhand
Rekha Luxury,A/C Seater / Sleeper (2+1),04:30,20:20,08h 10m,700,17 Seats available,N/A,Patna (Bihar) to Ramgarh (Jharkhand),https://www.redbus.in/bus-tickets/patna-to-ramgarh-jharkhand
Rajdhani bus service,Non A/C Seater / Sleeper (2+1),02:15,18:30,07h 45m,630,37 Seats available,N/A,Patna (Bihar) to Ramgarh (Jharkhand),https://www.redbus.in/bus-tickets/patna-to-ramgarh-jharkhand
Puja Rath,A/C Seater / Sleeper (2+1),04:00,21:00,07h 00m,INR 600,45 Seats available,N/A,Patna (Bihar) to Ramgarh (Jharkhand),https://www.redbus.in/bus-tickets/patna-to-ramgarh-jharkhand
Maharani Express,A/C Seater / Sleeper (2+2),02:20,18:00,08h 20m,INR 700,36 Seats available,N/A,Patna (Bihar) to Ramgarh (Jharkhand),https://www.redbus.in/bus-tickets/patna-to-ramgarh-jharkhand
Pappu Travels (yvts),A/C Seater/Sleeper (2+1),04:30,21:30,07h 00m,INR 800,10 Seats available,N/A,Patna (Bihar) to Ramgarh (Jharkhand),https://www.redbus.in/bus-tickets/patna-to-ramgarh-jharkhand
Chandralok Travels,A/C Seater / Sleeper (2+1),05:30,21:20,08h 10m,INR 525,48 Seats available,N/A,Patna (Bihar) to Ramgarh (Jharkhand),https://www.redbus.in/bus-tickets/patna-to-ramgarh-jharkhand
Bihar state road transport corporation (BSRTC) - 153614,AC Seater (2+2),05:30,21:30,08h 00m,INR 444,25 Seats available,N/A,Ramgarh (Jharkhand) to Patna (Bihar),https://www.redbus.in/bus-tickets/ramgarh-jharkhand-to-patna
