Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_name,Route_link
A1 Travels,NON A/C Semi Sleeper (2+2),21:00,01:30,04h 30m,600,17 Seats available,N/A,Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam
Galaxy Tours,A/C Semi Sleeper (2+2),21:45,02:01,04h 16m,699,24 Seats available,N/A,Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam
Galaxy Tours,2+1 Air Suspension A/C Seater / Sleeper,21:45,02:00,04h 15m,849,26 Seats available,N/A,Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam
KSRTC (Kerala) - 3848,AC MULTI AXLE,13:47,21:26,07h 39m,986,36 Seats available,N/A,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode
KSRTC (Kerala) - 235,Swift Deluxe Non AC Air Bus (2+2),15:00,01:10,10h 10m,742,30 Seats available,N/A,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode
KSRTC (Kerala) - 3785,AC MULTI AXLE,15:24,23:30,08h 06m,986,13 Seats available,N/A,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode
KSRTC (Kerala) - 97,Swift Deluxe Non AC Air Bus (2+2),16:00,00:10,08h 10m,677,7 Seats available,N/A,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode
KSRTC (Kerala) - 380,Swift Deluxe Non AC Air Bus (2+2),16:15,00:20,08h 05m,677,18 Seats available,N/A,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode
KSRTC (Kerala) - 553,Super Express Non AC Seater Air Bus (2+2),16:45,01:40,08h 55m,762,4 Seats available,N/A,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode
KSRTC (Kerala) - 51,Swift Deluxe Non AC Air Bus (2+2),19:00,04:25,09h 25m,762,34 Seats available,N/A,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode
KSRTC (Kerala) - 789,Super Fast Non AC Seater (2+3),20:00,03:00,07h 00m,474,21 Seats available,N/A,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode
KSRTC (Kerala) - 1585,Swift Deluxe Non AC Air Bus (2+2),20:40,05:45,09h 05m,762,29 Seats available,N/A,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode
KSRTC (Kerala) - 1586,Swift Deluxe Non AC Air Bus (2+2),21:30,06:25,08h 55m,762,29 Seats available,N/A,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode
MMK Travels,A/C Seater / Sleeper (2+1),22:30,07:30,09h 00m,700,27 Seats available,N/A,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode
SAAM BUS,VE A/C Sleeper (2+1),21:45,06:45,09h 00m,800,20 Seats available,N/A,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode
SKS Tours & Travels,A/C Sleeper (2+1),21:15,05:45,08h 30m,899,16 Seats available,N/A,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode
AdMMK Travels,A/C Sleeper (2+1),23:00,07:30,08h 30m,800,16 Seats available,N/A,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode
DLT BUS,A/C Sleeper (2+1),22:30,07:30,09h 00m,999,12 Seats available,N/A,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode
KSRTC (Kerala) - 3862,Super Fast Non AC Seater (2+3),14:44,20:25,05h 41m,249,43 Seats available,N/A,Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
KSRTC (Kerala) - 3598,Low Floor AC Seater 2+2,15:00,20:15,05h 15m,383,2 Seats available,N/A,Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
KSRTC (Kerala) - 3086,Swift Deluxe Non AC Air Bus (2+2),15:25,20:20,04h 55m,278,19 Seats available,N/A,Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
KSRTC (Kerala) - 2711,Super Fast Non AC Seater (2+3),16:00,21:30,05h 30m,269,46 Seats available,N/A,Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
KSRTC (Kerala) - 765,Super Fast Non AC Seater (2+3),16:30,22:20,05h 50m,269,49 Seats available,N/A,Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
KSRTC (Kerala) - 2498,Low Floor AC Seater 2+2,16:45,22:15,05h 30m,383,23 Seats available,N/A,Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
KSRTC (Kerala) - 2819,Super Fast Non AC Seater (2+3),16:55,22:25,05h 30m,269,48 Seats available,N/A,Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
KSRTC (Kerala) - 833,Super Fast Non AC Seater (2+3),17:00,22:15,05h 15m,230,50 Seats available,N/A,Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
KSRTC (Kerala) - 2572,Super Fast Non AC Seater (2+3),17:10,23:50,06h 40m,261,42 Seats available,N/A,Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
KSRTC (Kerala) - 723,Super Fast Non AC Seater (2+3),17:40,23:05,05h 25m,269,47 Seats available,N/A,Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
Deer Bus LLP,A/C Seater (2+2),18:00,22:35,04h 35m,450,34 Seats available,N/A,Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
Shajees Motors,A/C Semi Sleeper (2+2),19:05,01:15,06h 10m,500,22 Seats available,N/A,Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
Sheraton Tours and Travels,Bharat Benz A/C Seater /Sleeper (2+1),20:00,01:45,05h 45m,600,12 Seats available,N/A,Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
Crownline Travels,A/C Sleeper (2+1),20:15,23:45,03h 30m,750,18 Seats available,N/A,Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
Kalpaka Travels 1,A/C Sleeper (2+1),20:45,02:30,05h 45m,800,17 Seats available,N/A,Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
KSRTC (Kerala) - 1129,Super Fast Non AC Seater (2+3),14:01,20:16,06h 15m,288,35 Seats available,N/A,Mysore to Kozhikode,https://www.redbus.in/bus-tickets/mysore-to-kozhikode
KSRTC (Kerala) - 567,Super Express Non AC Seater Air Bus (2+2),14:46,20:45,05h 59m,380,29 Seats available,N/A,Mysore to Kozhikode,https://www.redbus.in/bus-tickets/mysore-to-kozhikode
KSRTC (Kerala) - 52,SWIFT-GARUDA A/C SEATER BUS,14:50,20:05,05h 15m,494,16 Seats available,N/A,Mysore to Kozhikode,https://www.redbus.in/bus-tickets/mysore-to-kozhikode
KSRTC (Kerala) - 3922,SWIFT-HYBRID NON AC SEATER CUM SLEEPER,15:16,20:46,05h 30m,390,10 Seats available,N/A,Mysore to Kozhikode,https://www.redbus.in/bus-tickets/mysore-to-kozhikode
KSRTC (Kerala) - 1193,Super Fast Non AC Seater (2+3),15:45,21:35,05h 50m,293,33 Seats available,N/A,Mysore to Kozhikode,https://www.redbus.in/bus-tickets/mysore-to-kozhikode
KSRTC (Kerala) - 3848,AC MULTI AXLE,16:21,21:26,05h 05m,596,35 Seats available,N/A,Mysore to Kozhikode,https://www.redbus.in/bus-tickets/mysore-to-kozhikode
KSRTC (Kerala) - 3771,Super Fast Non AC Seater (2+3),16:45,22:30,05h 45m,293,46 Seats available,N/A,Mysore to Kozhikode,https://www.redbus.in/bus-tickets/mysore-to-kozhikode
KSRTC (Kerala) - 798,Super Fast Non AC Seater (2+3),17:00,23:00,06h 00m,293,47 Seats available,N/A,Mysore to Kozhikode,https://www.redbus.in/bus-tickets/mysore-to-kozhikode
KSRTC (Kerala) - 235,Swift Deluxe Non AC Air Bus (2+2),17:20,01:10,07h 50m,453,30 Seats available,N/A,Mysore to Kozhikode,https://www.redbus.in/bus-tickets/mysore-to-kozhikode
KSRTC (Kerala) - 3785,AC MULTI AXLE,17:45,23:30,05h 45m,596,8 Seats available,N/A,Mysore to Kozhikode,https://www.redbus.in/bus-tickets/mysore-to-kozhikode
Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),16:30,22:45,06h 15m,600,26 Seats available,N/A,Mysore to Kozhikode,https://www.redbus.in/bus-tickets/mysore-to-kozhikode
Cochin Bus,Bharat Benz A/C Seater /Sleeper (2+1),18:00,23:55,05h 55m,550,7 Seats available,N/A,Mysore to Kozhikode,https://www.redbus.in/bus-tickets/mysore-to-kozhikode
Suraj Holidays,NON A/C Seater/ Sleeper (2+1),23:00,06:00,07h 00m,600,12 Seats available,N/A,Mysore to Kozhikode,https://www.redbus.in/bus-tickets/mysore-to-kozhikode
NS Transports,NON A/C Semi Sleeper / Sleeper (2+1),23:57,06:30,06h 33m,599,15 Seats available,N/A,Mysore to Kozhikode,https://www.redbus.in/bus-tickets/mysore-to-kozhikode
ESTEEM TOURS & TRAVELS,Bharat Benz A/C Seater /Sleeper (2+1),23:59,06:55,06h 56m,630,23 Seats available,N/A,Mysore to Kozhikode,https://www.redbus.in/bus-tickets/mysore-to-kozhikode
KSRTC (Kerala) - 3911,Super Fast Non AC Seater (2+3),17:25,03:55,10h 30m,515,1 Seat available,N/A,Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram
KSRTC (Kerala) - 2390,Low Floor AC Seater 2+2,17:30,03:45,10h 15m,723,1 Seat available,N/A,Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram
KSRTC (Kerala) - 556,Super Express Non AC Seater Air Bus (2+2),18:00,02:55,08h 55m,586,9 Seats available,N/A,Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram
KSRTC (Kerala) - 3996,Swift Deluxe Non AC Air Bus (2+2),19:00,03:40,08h 40m,565,2 Seats available,N/A,Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram
KSRTC (Kerala) - 2393,Low Floor AC Seater 2+2,20:30,06:35,10h 05m,742,4 Seats available,N/A,Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram
KSRTC (Kerala) - 827,Super Fast Non AC Seater (2+3),21:00,08:35,11h 35m,515,32 Seats available,N/A,Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram
KSRTC (Kerala) - 2954,Super Express Non AC Seater Air Bus (2+2),21:25,07:10,09h 45m,586,3 Seats available,N/A,Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram
KSRTC (Kerala) - 3848,AC MULTI AXLE,21:26,07:16,09h 50m,955,17 Seats available,N/A,Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram
KSRTC (Kerala) - 3802,AC MULTI AXLE,22:02,06:22,08h 20m,986,2 Seats available,N/A,Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram
KSRTC (Kerala) - 3942,AC MULTI AXLE,22:05,06:35,08h 30m,955,6 Seats available,N/A,Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram
KSRTC (Kerala) - 279,Super Fast Non AC Seater (2+3),23:05,09:50,10h 45m,515,25 Seats available,N/A,Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram
KSRTC (Kerala) - 1843,Low Floor AC Seater 2+2,23:30,09:35,10h 05m,723,1 Seat available,N/A,Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram
KSRTC (Kerala) - 3785,AC MULTI AXLE,23:30,09:05,09h 35m,986,1 Seat available,N/A,Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram
KSRTC (Kerala) - 3532,Super Express Non AC Seater Air Bus (2+2),23:59,07:20,07h 21m,565,1 Seat available,N/A,Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram
BLM Transports,A/C Sleeper (2+1),22:00,07:00,09h 00m,936,17 Seats available,N/A,Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram
A1 Travels,NON A/C Semi Sleeper (2+2),21:00,06:00,09h 00m,600,16 Seats available,N/A,Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram
Madhavi Travels,"2+1, Ashok Leyland STILE Sleeper, AC",22:20,07:00,08h 40m,999,4 Seats available,N/A,Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram
A1 Travels,A/C Seater / Sleeper (2+1),20:05,05:30,09h 25m,700,12 Seats available,N/A,Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram
Madhavi Travels,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),23:30,07:30,08h 00m,999,14 Seats available,N/A,Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram
KSRTC (Kerala) - 2818,Super Fast Non AC Seater (2+3),15:00,18:30,03h 30m,181,40 Seats available,N/A,Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur
KSRTC (Kerala) - 2810,Super Fast Non AC Seater (2+3),15:25,19:00,03h 35m,181,46 Seats available,N/A,Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur
KSRTC (Kerala) - 720,Super Fast Non AC Seater (2+3),15:40,19:35,03h 55m,181,46 Seats available,N/A,Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur
KSRTC (Kerala) - 689,Super Fast Non AC Seater (2+3),16:15,19:50,03h 35m,181,46 Seats available,N/A,Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur
KSRTC (Kerala) - 726,Super Fast Non AC Seater (2+3),17:00,20:20,03h 20m,181,48 Seats available,N/A,Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur
KSRTC (Kerala) - 2716,Super Fast Non AC Seater (2+3),17:15,20:45,03h 30m,181,46 Seats available,N/A,Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur
KSRTC (Kerala) - 3911,Super Fast Non AC Seater (2+3),17:25,20:45,03h 20m,181,3 Seats available,N/A,Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur
KSRTC (Kerala) - 2390,Low Floor AC Seater 2+2,17:30,21:00,03h 30m,253,1 Seat available,N/A,Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur
KSRTC (Kerala) - 556,Super Express Non AC Seater Air Bus (2+2),18:00,20:50,02h 50m,216,12 Seats available,N/A,Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur
KSRTC (Kerala) - 2900,Low Floor AC Seater 2+2,18:00,21:20,03h 20m,253,4 Seats available,N/A,Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur
KSRTC (Kerala) - 3996,Swift Deluxe Non AC Air Bus (2+2),19:00,21:35,02h 35m,216,3 Seats available,N/A,Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur
KSRTC (Kerala) - 2453,Low Floor AC Seater 2+2,19:00,22:05,03h 05m,253,8 Seats available,N/A,Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur
KSRTC (Kerala) - 814,Super Fast Non AC Seater (2+3),19:15,22:45,03h 30m,181,49 Seats available,N/A,Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur
KSRTC (Kerala) - 2984,Super Fast Non AC Seater (2+3),19:20,23:00,03h 40m,181,37 Seats available,N/A,Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur
KSRTC (Kerala) - 3398,Super Fast Non AC Seater (2+3),19:40,23:10,03h 30m,174,36 Seats available,N/A,Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur
KSRTC (Kerala) - 1956,Super Fast Non AC Seater (2+3),20:00,23:30,03h 30m,181,10 Seats available,N/A,Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur
KSRTC (Kerala) - 424,Super Fast Non AC Seater (2+3),20:30,00:15,03h 45m,181,10 Seats available,N/A,Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur
KSRTC (Kerala) - 2393,Low Floor AC Seater 2+2,20:30,23:35,03h 05m,253,6 Seats available,N/A,Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur
KSRTC (Kerala) - 567,Super Express Non AC Seater Air Bus (2+2),20:45,00:30,03h 45m,201,34 Seats available,N/A,Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur
KSRTC (Kerala) - 3922,SWIFT-HYBRID NON AC SEATER CUM SLEEPER,20:46,00:16,03h 30m,216,3 Seats available,N/A,Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur
Galaxy Tours,A/C Semi Sleeper (2+2),21:45,23:44,01h 59m,800,30 Seats available,N/A,Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur
Galaxy Tours,2+1 Air Suspension A/C Seater / Sleeper,21:45,00:45,03h 00m,849,22 Seats available,N/A,Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur
BLM Transports,A/C Sleeper (2+1),22:00,01:00,03h 00m,1224,15 Seats available,N/A,Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur
EMERALD TRAVELS,Bharat Benz A/C Semi Sleeper (2+2),22:10,00:30,02h 20m,900,13 Seats available,N/A,Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur
Madhavi Travels,"2+1, Ashok Leyland STILE Sleeper, AC",22:20,01:15,02h 55m,999,7 Seats available,N/A,Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur
KSRTC (Kerala) - 3776,AC MULTI AXLE,14:16,00:05,09h 49m,986,1 Seat available,N/A,Thiruvananthapuram to Kozhikode,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode
KSRTC (Kerala) - 486,Super Express Non AC Seater Air Bus (2+2),15:45,00:30,08h 45m,586,31 Seats available,N/A,Thiruvananthapuram to Kozhikode,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode
KSRTC (Kerala) - 3803,AC MULTI AXLE,16:02,02:21,10h 19m,955,21 Seats available,N/A,Thiruvananthapuram to Kozhikode,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode
KSRTC (Kerala) - 667,Super Fast Non AC Seater (2+3),16:15,02:30,10h 15m,477,43 Seats available,N/A,Thiruvananthapuram to Kozhikode,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode
KSRTC (Kerala) - 862,Super Fast Non AC Seater (2+3),16:30,04:00,11h 30m,502,49 Seats available,N/A,Thiruvananthapuram to Kozhikode,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode
KSRTC (Kerala) - 2985,Super Fast Non AC Seater (2+3),16:45,04:10,11h 25m,502,42 Seats available,N/A,Thiruvananthapuram to Kozhikode,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode
KSRTC (Kerala) - 431,Super Fast Non AC Seater (2+3),17:15,04:45,11h 30m,515,33 Seats available,N/A,Thiruvananthapuram to Kozhikode,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode
KSRTC (Kerala) - 1673,Super Fast Non AC Seater (2+3),17:50,05:25,11h 35m,515,31 Seats available,N/A,Thiruvananthapuram to Kozhikode,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode
KSRTC (Kerala) - 1845,Low Floor AC Seater 2+2,18:00,04:10,10h 10m,742,16 Seats available,N/A,Thiruvananthapuram to Kozhikode,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode
KSRTC (Kerala) - 3941,AC MULTI AXLE,18:00,02:40,08h 40m,955,30 Seats available,N/A,Thiruvananthapuram to Kozhikode,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode
A1 Travels,NON A/C Semi Sleeper (2+2),21:00,06:30,09h 30m,600,24 Seats available,N/A,Thiruvananthapuram to Kozhikode,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode
Madhavi Travels,Volvo A/C Semi Sleeper (2+2),20:40,04:30,07h 50m,999,27 Seats available,N/A,Thiruvananthapuram to Kozhikode,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode
BLM Transports,A/C Sleeper (2+1),20:15,05:00,08h 45m,1179,11 Seats available,N/A,Thiruvananthapuram to Kozhikode,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode
Madhavi Travels,"2+1, Ashok Leyland STILE Sleeper, AC",19:50,04:30,08h 40m,999,7 Seats available,N/A,Thiruvananthapuram to Kozhikode,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode
Galaxy Tours,2+1 Air Suspension A/C Seater / Sleeper,21:00,06:00,09h 00m,700,22 Seats available,N/A,Thiruvananthapuram to Kozhikode,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode
KSRTC (Kerala) - 136,Swift Deluxe Non AC Air Bus (2+2),20:30,03:10,06h 40m,680,21 Seats available,N/A,Bangalore to Kannur (Kerala),https://www.redbus.in/bus-tickets/bangalore-to-kannur
KSRTC (Kerala) - 101,Swift Deluxe Non AC Air Bus (2+2),21:15,04:30,07h 15m,660,30 Seats available,N/A,Bangalore to Kannur (Kerala),https://www.redbus.in/bus-tickets/bangalore-to-kannur
KSRTC (Kerala) - 98,Swift Deluxe Non AC Air Bus (2+2),21:55,05:10,07h 15m,690,37 Seats available,N/A,Bangalore to Kannur (Kerala),https://www.redbus.in/bus-tickets/bangalore-to-kannur
KSRTC (Kerala) - 1767,Super Express Non AC Seater Air Bus (2+2),23:10,06:25,07h 15m,680,22 Seats available,N/A,Bangalore to Kannur (Kerala),https://www.redbus.in/bus-tickets/bangalore-to-kannur
NS Transports,Bharat Benz A/C Sleeper (2+1),22:15,05:30,07h 15m,1050,9 Seats available,N/A,Bangalore to Kannur (Kerala),https://www.redbus.in/bus-tickets/bangalore-to-kannur
GOLDEN TRAVEL AGENCIES,Volvo A/C Semi Sleeper (2+2),22:45,04:45,06h 00m,899,23 Seats available,N/A,Bangalore to Kannur (Kerala),https://www.redbus.in/bus-tickets/bangalore-to-kannur
SAAM BUS,A/C Classy Seater (2+2),23:15,05:30,06h 15m,750,21 Seats available,N/A,Bangalore to Kannur (Kerala),https://www.redbus.in/bus-tickets/bangalore-to-kannur
NS Transports,NON A/C Semi Sleeper / Sleeper (2+1),22:00,05:55,07h 55m,799,1 Seat available,N/A,Bangalore to Kannur (Kerala),https://www.redbus.in/bus-tickets/bangalore-to-kannur
Sugama Tourist,A/C Sleeper (2+1),22:00,05:30,07h 30m,750,19 Seats available,N/A,Bangalore to Kannur (Kerala),https://www.redbus.in/bus-tickets/bangalore-to-kannur
