Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_name,Route_link
Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),17:35,11h 55m,11h 55m,INR 559,28 Seats available,4.7,Jammu (j and k) to Delhi,https://www.redbus.in/bus-tickets/jammu-to-delhi
Gola Bus Service,A/C Seater/Sleeper (2+1),20:20,11h 30m,11h 30m,INR 459,36 Seats available,4.6,Jammu (j and k) to Delhi,https://www.redbus.in/bus-tickets/jammu-to-delhi
AdBig Bus,A/C Seater / Sleeper (2+2),17:00,12h 30m,12h 30m,INR 500,47 Seats available,3.7,Jammu (j and k) to Delhi,https://www.redbus.in/bus-tickets/jammu-to-delhi
Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),20:30,11h 45m,11h 45m,INR 559,29 Seats available,4.6,Jammu (j and k) to Delhi,https://www.redbus.in/bus-tickets/jammu-to-delhi
JKRTC - 178952,NON A/C Seater (2+3),00:30,12h 00m,12h 00m,INR 811,41 Seats available,3.1,Delhi to Jammu (j and k),https://www.redbus.in/bus-tickets/delhi-to-jammu
JKRTC - 178962,NON A/C Seater (2+3),07:30,12h 00m,12h 00m,INR 811,42 Seats available,3.1,Delhi to Jammu (j and k),https://www.redbus.in/bus-tickets/delhi-to-jammu
JKRTC - 178963,NON A/C Seater (2+3),08:30,12h 00m,12h 00m,INR 811,42 Seats available,3.1,Delhi to Jammu (j and k),https://www.redbus.in/bus-tickets/delhi-to-jammu
JKRTC - 178964,NON A/C Seater (2+3),13:00,12h 00m,12h 00m,INR 811,42 Seats available,3.1,Delhi to Jammu (j and k),https://www.redbus.in/bus-tickets/delhi-to-jammu
JKRTC - 178965,NON A/C Seater (2+3),13:30,12h 00m,12h 00m,INR 811,42 Seats available,3.1,Delhi to Jammu (j and k),https://www.redbus.in/bus-tickets/delhi-to-jammu
JKRTC - 178966,NON A/C Seater (2+3),14:15,13h 45m,13h 45m,INR 811,42 Seats available,3.1,Delhi to Jammu (j and k),https://www.redbus.in/bus-tickets/delhi-to-jammu
JKRTC - 178967,NON A/C Seater (2+3),17:00,14h 00m,14h 00m,INR 811,42 Seats available,3.1,Delhi to Jammu (j and k),https://www.redbus.in/bus-tickets/delhi-to-jammu
JKRTC - 179010,NON A/C Seater (2+3),17:30,11h 30m,11h 30m,INR 811,41 Seats available,3.0,Delhi to Jammu (j and k),https://www.redbus.in/bus-tickets/delhi-to-jammu
JKRTC - 178951,NON A/C Seater (2+3),23:30,12h 00m,12h 00m,INR 811,42 Seats available,3.4,Delhi to Jammu (j and k),https://www.redbus.in/bus-tickets/delhi-to-jammu
JKRTC - 178950,NON A/C Seater (2+3),23:45,13h 45m,13h 45m,INR 811,42 Seats available,2.7,Delhi to Jammu (j and k),https://www.redbus.in/bus-tickets/delhi-to-jammu
Gola Bus Service,A/C Seater/Sleeper (2+1),20:00,13h 00m,13h 00m,INR 1079,30 Seats available,4.6,Delhi to Jammu (j and k),https://www.redbus.in/bus-tickets/delhi-to-jammu
Zingbus Plus,A/C Sleeper (2+1),21:35,12h 50m,12h 50m,1814,22 Seats available,4.7,Delhi to Jammu (j and k),https://www.redbus.in/bus-tickets/delhi-to-jammu
Ram Dalal Holidays,Bharat Benz A/C Seater /Sleeper (2+1),17:00,12h 45m,12h 45m,1102,15 Seats available,4.8,Delhi to Jammu (j and k),https://www.redbus.in/bus-tickets/delhi-to-jammu
AdBig Bus,A/C Seater / Sleeper (2+2),21:15,12h 30m,12h 30m,INR 950,31 Seats available,3.4,Delhi to Jammu (j and k),https://www.redbus.in/bus-tickets/delhi-to-jammu
RS YADAV SMART BUS,A/C Seater / Sleeper (2+1),19:50,13h 00m,13h 00m,INR 999,25 Seats available,4.6,Delhi to Jammu (j and k),https://www.redbus.in/bus-tickets/delhi-to-jammu
JKRTC - 178979,NON A/C Seater (2+3),04:40,04h 50m,04h 50m,INR 289,42 Seats available,5.0,Jammu (j and k) to Amritsar,https://www.redbus.in/bus-tickets/jammu-to-amritsar
JKRTC - 178980,NON A/C Seater (2+3),06:35,05h 10m,05h 10m,INR 289,42 Seats available,3.4,Jammu (j and k) to Amritsar,https://www.redbus.in/bus-tickets/jammu-to-amritsar
JKRTC - 178981,NON A/C Seater (2+3),08:15,05h 15m,05h 15m,INR 289,42 Seats available,3.4,Jammu (j and k) to Amritsar,https://www.redbus.in/bus-tickets/jammu-to-amritsar
JKRTC - 178982,NON A/C Seater (2+3),10:00,05h 00m,05h 00m,INR 289,42 Seats available,3.4,Jammu (j and k) to Amritsar,https://www.redbus.in/bus-tickets/jammu-to-amritsar
JKRTC - 178983,NON A/C Seater (2+3),13:10,05h 05m,05h 05m,INR 289,39 Seats available,2.8,Jammu (j and k) to Amritsar,https://www.redbus.in/bus-tickets/jammu-to-amritsar
Bhawani Travels,VE A/C Seater (2+2),14:10,05h 00m,05h 00m,INR 400,36 Seats available,4.1,Jammu (j and k) to Amritsar,https://www.redbus.in/bus-tickets/jammu-to-amritsar
Bhawani Travels,VE A/C Seater (2+2),05:30,04h 00m,04h 00m,INR 400,27 Seats available,4.2,Jammu (j and k) to Amritsar,https://www.redbus.in/bus-tickets/jammu-to-amritsar
Jamna Travels-Jammu,A/C Seater Push Back (2+2),05:30,04h 15m,04h 15m,404,14 Seats available,3.9,Jammu (j and k) to Amritsar,https://www.redbus.in/bus-tickets/jammu-to-amritsar
AdBhawani Travels,Bharat Benz A/C Seater (2+2),18:30,04h 45m,04h 45m,INR 400,17 Seats available,3.5,Jammu (j and k) to Amritsar,https://www.redbus.in/bus-tickets/jammu-to-amritsar
Bhawani Travels,Bharat Benz A/C Seater (2+2),12:30,04h 35m,04h 35m,INR 400,28 Seats available,3.7,Jammu (j and k) to Amritsar,https://www.redbus.in/bus-tickets/jammu-to-amritsar
RSRTC - 185709,Express Non AC Seater 2+3,00:55,06h 05m,06h 05m,INR 301,41 Seats available,3.4,Jaipur (Rajasthan) to Delhi,https://www.redbus.in/bus-tickets/jaipur-to-delhi
RSRTC - 189240,NON AC Seater / Sleeper 2+1,02:35,06h 55m,06h 55m,INR 376,24 Seats available,3.4,Jaipur (Rajasthan) to Delhi,https://www.redbus.in/bus-tickets/jaipur-to-delhi
RSRTC - 156990,Express Non AC Seater 2+3,04:05,06h 00m,06h 00m,INR 301,46 Seats available,2.4,Jaipur (Rajasthan) to Delhi,https://www.redbus.in/bus-tickets/jaipur-to-delhi
RSRTC - 195290,Express Non AC Seater 2+3,04:25,06h 00m,06h 00m,INR 301,42 Seats available,3.4,Jaipur (Rajasthan) to Delhi,https://www.redbus.in/bus-tickets/jaipur-to-delhi
RSRTC - 192299,Super Luxury Volvo AC Seater Pushback 2+2,06:00,05h 00m,05h 00m,INR 790,34 Seats available,3.7,Jaipur (Rajasthan) to Delhi,https://www.redbus.in/bus-tickets/jaipur-to-delhi
Goldline Super Deluxe,Volvo 9600 Multi-Axle A/C Sleeper (2+1),06:30,05h 10m,05h 10m,INR 450,18 Seats available,4.7,Jaipur (Rajasthan) to Delhi,https://www.redbus.in/bus-tickets/jaipur-to-delhi
Goldline Super Deluxe,Volvo 9600 Multi-Axle A/C Sleeper (2+1),00:20,05h 10m,05h 10m,INR 450,34 Seats available,4.7,Jaipur (Rajasthan) to Delhi,https://www.redbus.in/bus-tickets/jaipur-to-delhi
Goldline Super Deluxe,A/C Seater / Sleeper (2+1),08:25,04h 55m,04h 55m,INR 400,15 Seats available,4.7,Jaipur (Rajasthan) to Delhi,https://www.redbus.in/bus-tickets/jaipur-to-delhi
AdRC Travels,Bharat Benz A/C Seater /Sleeper (2+1),12:25,05h 30m,05h 30m,360,44 Seats available,4.1,Jaipur (Rajasthan) to Delhi,https://www.redbus.in/bus-tickets/jaipur-to-delhi
Goldline Super Deluxe,Volvo 9600 Multi-Axle A/C Sleeper (2+1),11:50,04h 35m,04h 35m,INR 600,16 Seats available,4.6,Jaipur (Rajasthan) to Delhi,https://www.redbus.in/bus-tickets/jaipur-to-delhi
JKRTC - 178988,NON A/C Seater (2+3),08:27,05h 03m,05h 03m,INR 289,42 Seats available,3.6,Amritsar to Jammu (j and k),https://www.redbus.in/bus-tickets/amritsar-to-jammu
JKRTC - 178984,NON A/C Seater (2+3),11:00,05h 30m,05h 30m,INR 289,42 Seats available,3.6,Amritsar to Jammu (j and k),https://www.redbus.in/bus-tickets/amritsar-to-jammu
JKRTC - 178985,NON A/C Seater (2+3),13:50,05h 10m,05h 10m,INR 289,42 Seats available,3.6,Amritsar to Jammu (j and k),https://www.redbus.in/bus-tickets/amritsar-to-jammu
JKRTC - 178986,NON A/C Seater (2+3),15:20,05h 10m,05h 10m,INR 289,42 Seats available,3.6,Amritsar to Jammu (j and k),https://www.redbus.in/bus-tickets/amritsar-to-jammu
JKRTC - 178987,NON A/C Seater (2+3),16:30,05h 00m,05h 00m,INR 289,42 Seats available,3.6,Amritsar to Jammu (j and k),https://www.redbus.in/bus-tickets/amritsar-to-jammu
Bhawani Travels,VE A/C Seater (2+2),05:55,04h 40m,04h 40m,INR 400,22 Seats available,4.3,Amritsar to Jammu (j and k),https://www.redbus.in/bus-tickets/amritsar-to-jammu
Jaspal Travels,AC Seater (2+2),05:50,04h 40m,04h 40m,401,39 Seats available,4.1,Amritsar to Jammu (j and k),https://www.redbus.in/bus-tickets/amritsar-to-jammu
Bhawani Travels,VE A/C Seater (2+2),09:00,04h 40m,04h 40m,INR 400,27 Seats available,4.2,Amritsar to Jammu (j and k),https://www.redbus.in/bus-tickets/amritsar-to-jammu
AdBhawani Travels,A/C Sleeper (2+2),22:40,04h 45m,04h 45m,INR 476.19,25 Seats available,3.8,Amritsar to Jammu (j and k),https://www.redbus.in/bus-tickets/amritsar-to-jammu
Bhawani Travels,A/C Seater / Sleeper (2+2),13:40,06h 10m,06h 10m,INR 450,20 Seats available,3.7,Amritsar to Jammu (j and k),https://www.redbus.in/bus-tickets/amritsar-to-jammu
JKRTC - 178999,NON A/C Seater (2+3),07:15,09h 00m,09h 00m,INR 500,42 Seats available,1.5,Chandigarh to Jammu (j and k),https://www.redbus.in/bus-tickets/chandigarh-to-jammu
Chandigarh Transport Undertaking (CTU) - 165940,HVAC Seater (2+3),15:40,09h 25m,09h 25m,INR 638.8,46 Seats available,3.1,Chandigarh to Jammu (j and k),https://www.redbus.in/bus-tickets/chandigarh-to-jammu
Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),23:05,06h 55m,06h 55m,INR 1092,30 Seats available,4.6,Chandigarh to Jammu (j and k),https://www.redbus.in/bus-tickets/chandigarh-to-jammu
AdMoon Light Travels Katra,A/C Sleeper (2+1),21:15,07h 15m,07h 15m,629,18 Seats available,4.2,Chandigarh to Jammu (j and k),https://www.redbus.in/bus-tickets/chandigarh-to-jammu
Laxmi holidays,Volvo 9600 Multi-Axle A/C Sleeper (2+1),23:50,07h 10m,07h 10m,INR 1934,26 Seats available,4.4,Chandigarh to Jammu (j and k),https://www.redbus.in/bus-tickets/chandigarh-to-jammu
Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),22:50,07h 10m,07h 10m,INR 725,23 Seats available,4.3,Chandigarh to Jammu (j and k),https://www.redbus.in/bus-tickets/chandigarh-to-jammu
Laxmi holidays,Bharat Benz A/C Sleeper (2+1),23:30,07h 30m,07h 30m,INR 2227,11 Seats available,4.3,Chandigarh to Jammu (j and k),https://www.redbus.in/bus-tickets/chandigarh-to-jammu
AdKhurana Bus Service,Volvo A/C (2+2),13:50,08h 20m,08h 20m,INR 449,4 Seats available,4.0,Chandigarh to Jammu (j and k),https://www.redbus.in/bus-tickets/chandigarh-to-jammu
Radhe Travels,Bharat Benz A/C Sleeper (2+1),21:20,07h 25m,07h 25m,INR 699,19 Seats available,4.2,Chandigarh to Jammu (j and k),https://www.redbus.in/bus-tickets/chandigarh-to-jammu
Baru travels,A/C Seater / Sleeper (2+2),20:45,07h 30m,07h 30m,INR 550,35 Seats available,4.1,Chandigarh to Jammu (j and k),https://www.redbus.in/bus-tickets/chandigarh-to-jammu
Chandigarh Transport Undertaking (CTU) - 165941,HVAC Seater (2+3),08:50,09h 35m,09h 35m,INR 638.8,47 Seats available,3.2,Jammu (j and k) to Chandigarh,https://www.redbus.in/bus-tickets/jammu-to-chandigarh
JKRTC - 178997,NON A/C Seater (2+3),11:00,09h 00m,09h 00m,INR 500,42 Seats available,3.6,Jammu (j and k) to Chandigarh,https://www.redbus.in/bus-tickets/jammu-to-chandigarh
Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),17:35,07h 55m,07h 55m,INR 503,28 Seats available,4.7,Jammu (j and k) to Chandigarh,https://www.redbus.in/bus-tickets/jammu-to-chandigarh
AdRadhe Travels,Bharat Benz A/C Sleeper (2+1),21:10,08h 00m,08h 00m,INR 499,12 Seats available,4.4,Jammu (j and k) to Chandigarh,https://www.redbus.in/bus-tickets/jammu-to-chandigarh
Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),22:15,06h 55m,06h 55m,INR 497,42 Seats available,4.4,Jammu (j and k) to Chandigarh,https://www.redbus.in/bus-tickets/jammu-to-chandigarh
Laxmi holidays,Volvo 9600 Multi-Axle A/C Sleeper (2+1),20:15,07h 25m,07h 25m,INR 1087,23 Seats available,4.5,Jammu (j and k) to Chandigarh,https://www.redbus.in/bus-tickets/jammu-to-chandigarh
Moon Light Travels Katra,A/C Sleeper (2+1),20:15,08h 05m,08h 05m,674,24 Seats available,4.4,Jammu (j and k) to Chandigarh,https://www.redbus.in/bus-tickets/jammu-to-chandigarh
AdHarikesh Tour N Travels,A/C Sleeper (2+1),21:10,07h 35m,07h 35m,INR 630,33 Seats available,4.1,Jammu (j and k) to Chandigarh,https://www.redbus.in/bus-tickets/jammu-to-chandigarh
Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),20:50,07h 30m,07h 30m,INR 720,28 Seats available,4.5,Jammu (j and k) to Chandigarh,https://www.redbus.in/bus-tickets/jammu-to-chandigarh
Zingbus Plus,A/C Sleeper (2+1),21:15,07h 10m,07h 10m,704,27 Seats available,4.6,Jammu (j and k) to Chandigarh,https://www.redbus.in/bus-tickets/jammu-to-chandigarh
JKRTC - 178991,NON A/C Seater (2+3),15:40,12h 00m,12h 00m,INR 828,42 Seats available,4.0,Haridwar to Jammu (j and k),https://www.redbus.in/bus-tickets/haridwar-to-jammu
Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),18:15,12h 30m,12h 30m,INR 799,25 Seats available,4.6,Haridwar to Jammu (j and k),https://www.redbus.in/bus-tickets/haridwar-to-jammu
Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),17:30,12h 30m,12h 30m,INR 799,23 Seats available,4.4,Haridwar to Jammu (j and k),https://www.redbus.in/bus-tickets/haridwar-to-jammu
City Land Travels,A/C Seater/Sleeper (2+1),19:00,12h 00m,12h 00m,909,21 Seats available,3.6,Haridwar to Jammu (j and k),https://www.redbus.in/bus-tickets/haridwar-to-jammu
Zimindara Travels,AC Sleeper (2+1),17:10,12h 50m,12h 50m,INR 1299,24 Seats available,4.5,Haridwar to Jammu (j and k),https://www.redbus.in/bus-tickets/haridwar-to-jammu
SHRI KRISHNA TRAVELS (JAI SHREE GANESH YATRA CO.),VE A/C Seater / Sleeper (2+1),18:20,12h 40m,12h 40m,INR 999,20 Seats available,3.8,Haridwar to Jammu (j and k),https://www.redbus.in/bus-tickets/haridwar-to-jammu
KN Nehra Travels,A/C Seater / Sleeper (2+1),20:00,12h 30m,12h 30m,INR 799,34 Seats available,3.4,Haridwar to Jammu (j and k),https://www.redbus.in/bus-tickets/haridwar-to-jammu
SHRI KRISHNA TRAVELS (JAI SHREE GANESH YATRA CO.),A/C Sleeper (2+2),20:15,12h 15m,12h 15m,INR 1299,33 Seats available,3.7,Haridwar to Jammu (j and k),https://www.redbus.in/bus-tickets/haridwar-to-jammu
JKRTC - 169884,A/C Seater Executive (2+1),12:00,01h 00m,01h 00m,INR 166,19 Seats available,1.7,Katra (jammu and kashmir) to Jammu (j and k),https://www.redbus.in/bus-tickets/katra-to-jammu
Zingbus Plus,Bharat Benz A/C Seater /Sleeper (2+1),18:45,01h 20m,01h 20m,INR 94,37 Seats available,5.0,Katra (jammu and kashmir) to Jammu (j and k),https://www.redbus.in/bus-tickets/katra-to-jammu
FlixBus,Bharat Benz A/C Sleeper (2+1),18:30,01h 30m,01h 30m,INR 766.96,34 Seats available,4.5,Katra (jammu and kashmir) to Jammu (j and k),https://www.redbus.in/bus-tickets/katra-to-jammu
Zingbus Plus,A/C Sleeper (2+1),19:50,01h 25m,01h 25m,INR 115,32 Seats available,5.0,Katra (jammu and kashmir) to Jammu (j and k),https://www.redbus.in/bus-tickets/katra-to-jammu
Zingbus Plus,Bharat Benz A/C Seater /Sleeper (2+1),18:00,01h 30m,01h 30m,INR 114,37 Seats available,5.0,Katra (jammu and kashmir) to Jammu (j and k),https://www.redbus.in/bus-tickets/katra-to-jammu
FlixBus,Bharat Benz A/C Sleeper (2+1),21:00,01h 25m,01h 25m,INR 766.96,32 Seats available,4.5,Katra (jammu and kashmir) to Jammu (j and k),https://www.redbus.in/bus-tickets/katra-to-jammu
Orbit Aviation Pvt Ltd,Mercedes Multi-Axle Semi Sleeper (2+2),08:10,01h 30m,01h 30m,449,53 Seats available,3.6,Katra (jammu and kashmir) to Jammu (j and k),https://www.redbus.in/bus-tickets/katra-to-jammu
New Pal Travels,A/C Sleeper (2+2),23:15,01h 15m,01h 15m,INR 491,34 Seats available,3.5,Katra (jammu and kashmir) to Jammu (j and k),https://www.redbus.in/bus-tickets/katra-to-jammu
New Pal Travels,A/C Sleeper (2+2),13:40,02h 11m,02h 11m,INR 429,37 Seats available,3.5,Katra (jammu and kashmir) to Jammu (j and k),https://www.redbus.in/bus-tickets/katra-to-jammu
Fateh Tour And Travels,A/C Seater / Sleeper (2+2),22:00,02h 00m,02h 00m,250,44 Seats available,3.3,Katra (jammu and kashmir) to Jammu (j and k),https://www.redbus.in/bus-tickets/katra-to-jammu
JKRTC - 178990,NON A/C Seater (2+3),17:30,12h 00m,12h 00m,INR 828,42 Seats available,3.5,Jammu (j and k) to Haridwar,https://www.redbus.in/bus-tickets/jammu-to-haridwar
Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),20:50,12h 40m,12h 40m,INR 764,25 Seats available,4.5,Jammu (j and k) to Haridwar,https://www.redbus.in/bus-tickets/jammu-to-haridwar
Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),17:45,12h 15m,12h 15m,INR 838,28 Seats available,4.6,Jammu (j and k) to Haridwar,https://www.redbus.in/bus-tickets/jammu-to-haridwar
Zimindara Travels,AC Sleeper (2+1),15:00,13h 30m,13h 30m,INR 1199,28 Seats available,4.4,Jammu (j and k) to Haridwar,https://www.redbus.in/bus-tickets/jammu-to-haridwar
City Land Travels,A/C Seater/Sleeper (2+1),20:30,12h 30m,12h 30m,673,28 Seats available,4.0,Jammu (j and k) to Haridwar,https://www.redbus.in/bus-tickets/jammu-to-haridwar
SHRI KRISHNA TRAVELS (JAI SHREE GANESH YATRA CO.),VE A/C Seater / Sleeper (2+1),20:00,12h 55m,12h 55m,INR 899,19 Seats available,3.4,Jammu (j and k) to Haridwar,https://www.redbus.in/bus-tickets/jammu-to-haridwar
KN Nehra Travels,A/C Seater / Sleeper (2+1),17:00,12h 20m,12h 20m,INR 799,28 Seats available,2.2,Jammu (j and k) to Haridwar,https://www.redbus.in/bus-tickets/jammu-to-haridwar
SHRI KRISHNA TRAVELS (JAI SHREE GANESH YATRA CO.),A/C Sleeper (2+2),17:00,12h 45m,12h 45m,INR 1199,36 Seats available,3.1,Jammu (j and k) to Haridwar,https://www.redbus.in/bus-tickets/jammu-to-haridwar
City Land Travels,A/C Seater/Sleeper (2+1),19:30,12h 30m,12h 30m,889,26 Seats available,3.1,Jammu (j and k) to Haridwar,https://www.redbus.in/bus-tickets/jammu-to-haridwar
JKRTC - 170807,Non AC Seater (2+2),07:25,08h 05m,08h 05m,INR 491,33 Seats available,3.6,Poonch to Jammu (j and k),https://www.redbus.in/bus-tickets/poonch-to-jammu
JKRTC - 179001,NON A/C Seater (2+3),07:30,08h 00m,08h 00m,INR 386,42 Seats available,3.6,Poonch to Jammu (j and k),https://www.redbus.in/bus-tickets/poonch-to-jammu
JKRTC - 170810,Non AC Seater (2+2),06:50,07h 45m,07h 45m,INR 434,33 Seats available,3.6,Jammu (j and k) to Mendhar (J & K),https://www.redbus.in/bus-tickets/jammu-to-mendhar-j-k
JKRTC - 178992,NON A/C Seater (2+3),06:50,07h 45m,07h 45m,INR 434,42 Seats available,3.6,Jammu (j and k) to Mendhar (J & K),https://www.redbus.in/bus-tickets/jammu-to-mendhar-j-k
JKRTC - 178993,NON A/C Seater (2+3),07:00,07h 45m,07h 45m,INR 434,42 Seats available,3.6,Jammu (j and k) to Mendhar (J & K),https://www.redbus.in/bus-tickets/jammu-to-mendhar-j-k
JKRTC - 170806,Non AC Seater (2+2),07:25,08h 05m,08h 05m,INR 491,33 Seats available,1.6,Jammu (j and k) to Poonch,https://www.redbus.in/bus-tickets/jammu-to-poonch
JKRTC - 179000,NON A/C Seater (2+3),07:30,08h 00m,08h 00m,INR 386,42 Seats available,1.6,Jammu (j and k) to Poonch,https://www.redbus.in/bus-tickets/jammu-to-poonch
JKRTC - 179002,NON A/C Seater (2+3),06:30,08h 00m,08h 00m,INR 349,42 Seats available,3.6,Jammu (j and k) to Kishtwar,https://www.redbus.in/bus-tickets/jammu-to-kishtwar
Manpreet Travels,NON A/C Seater (2+2),04:00,08h 30m,08h 30m,INR 400,27 Seats available,1.9,Jammu (j and k) to Kishtwar,https://www.redbus.in/bus-tickets/jammu-to-kishtwar
Manpreet Travels,NON A/C Seater (2+2),08:30,07h 30m,07h 30m,INR 400,27 Seats available,1.9,Jammu (j and k) to Kishtwar,https://www.redbus.in/bus-tickets/jammu-to-kishtwar
Manpreet Travels,NON A/C Seater (2+2),08:00,07h 30m,07h 30m,INR 400,27 Seats available,2.4,Jammu (j and k) to Kishtwar,https://www.redbus.in/bus-tickets/jammu-to-kishtwar
Manpreet Travels,NON A/C Seater (2+2),05:40,07h 50m,07h 50m,INR 400,27 Seats available,1.0,Jammu (j and k) to Kishtwar,https://www.redbus.in/bus-tickets/jammu-to-kishtwar
Manpreet Travels,NON A/C Seater (2+2),07:00,07h 30m,07h 30m,INR 400,27 Seats available,1.9,Jammu (j and k) to Kishtwar,https://www.redbus.in/bus-tickets/jammu-to-kishtwar
JKRTC - 179003,NON A/C Seater (2+3),06:30,08h 00m,08h 00m,INR 349,42 Seats available,3.6,Kishtwar to Jammu (j and k),https://www.redbus.in/bus-tickets/kishtwar-to-jammu
Manpreet Travels,NON A/C Seater (2+2),04:00,08h 00m,08h 00m,INR 400,27 Seats available,2.4,Kishtwar to Jammu (j and k),https://www.redbus.in/bus-tickets/kishtwar-to-jammu
