Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_name,Route_link
Kadamba Transport Corporation Limited (KTCL) - 181202,AC Seater (2+2),01h 30m,14:45,01h 30m,INR 200,35 Seats available,3.2,Mopa Airport to Calangute (goa),https://www.redbus.in/bus-tickets/mopa-airport-to-calangute-goa
Kadamba Transport Corporation Limited (KTCL) - 160437,A/C Seater (2+3),01h 10m,17:30,01h 10m,INR 200,47 Seats available,4.2,Mopa Airport to Calangute (goa),https://www.redbus.in/bus-tickets/mopa-airport-to-calangute-goa
Kadamba Transport Corporation Limited (KTCL) - 60996,Non AC Seater 2+2,09h 30m,19:00,09h 30m,INR 505,19 Seats available,3.7,Goa to Miraj,https://www.redbus.in/bus-tickets/goa-to-miraj
Vaibhav Travels,A/C Sleeper (2+1),09h 42m,20:00,09h 42m,INR 600,16 Seats available,4.7,Goa to Miraj,https://www.redbus.in/bus-tickets/goa-to-miraj
Sharma Travels,Bharat Benz A/C Sleeper (2+1),07h 55m,15:15,07h 55m,INR 800,21 Seats available,1.7,Goa to Miraj,https://www.redbus.in/bus-tickets/goa-to-miraj
Humsafar Travels,Bharat Benz A/C Sleeper (2+1),06h 30m,19:00,06h 30m,INR 1250,35 Seats available,4.1,Goa to Miraj,https://www.redbus.in/bus-tickets/goa-to-miraj
Atmaram Gobus,Bharat Benz A/C Sleeper (2+1),05h 40m,18:00,05h 40m,INR 1250,5 Seats available,3.9,Goa to Miraj,https://www.redbus.in/bus-tickets/goa-to-miraj
Sharma Travels,AC Sleeper (2+1),08h 00m,15:30,08h 00m,INR 1000,26 Seats available,3.9,Goa to Miraj,https://www.redbus.in/bus-tickets/goa-to-miraj
Sharma Travels,AC Sleeper (2+1),08h 00m,16:00,08h 00m,INR 1000,30 Seats available,3.7,Goa to Miraj,https://www.redbus.in/bus-tickets/goa-to-miraj
Khurana Travel Services,A/C Sleeper (2+1),08h 20m,15:15,08h 20m,INR 1100,30 Seats available,4.2,Goa to Miraj,https://www.redbus.in/bus-tickets/goa-to-miraj
URL Travels Neeta,A/C Sleeper (2+1),06h 20m,12:10,06h 20m,INR 3000,22 Seats available,3.4,Goa to Miraj,https://www.redbus.in/bus-tickets/goa-to-miraj
Vaibhav Travels,A/C Seater / Sleeper (2+1),07h 10m,11:50,07h 10m,INR 299,33 Seats available,3.9,Goa to Miraj,https://www.redbus.in/bus-tickets/goa-to-miraj
Kadamba Transport Corporation Limited (KTCL) - 99707,AC Seater (2+2),01h 01m,13:45,01h 01m,INR 150,41 Seats available,3.9,Goa Airport to Panaji,https://www.redbus.in/bus-tickets/goa-airport-to-panaji
Kadamba Transport Corporation Limited (KTCL) - 99710,AC Seater (2+2),01h 00m,16:00,01h 00m,INR 150,42 Seats available,3.9,Goa Airport to Panaji,https://www.redbus.in/bus-tickets/goa-airport-to-panaji
Kadamba Transport Corporation Limited (KTCL) - 158948,A/C Seater (2+3),01h 00m,13:30,01h 00m,INR 200,47 Seats available,3.9,Panaji to Mopa Airport,https://www.redbus.in/bus-tickets/panaji-to-mopa-airport
Kadamba Transport Corporation Limited (KTCL) - 181201,AC Seater (2+2),01h 00m,14:30,01h 00m,INR 200,35 Seats available,3.9,Panaji to Mopa Airport,https://www.redbus.in/bus-tickets/panaji-to-mopa-airport
Kadamba Transport Corporation Limited (KTCL) - 158967,A/C Seater (2+3),01h 05m,15:55,01h 05m,INR 200,48 Seats available,4.7,Panaji to Mopa Airport,https://www.redbus.in/bus-tickets/panaji-to-mopa-airport
Ashray Travels,Bharat Benz A/C Sleeper (2+1),07h 30m,22:30,07h 30m,INR 900,24 Seats available,4.8,Goa to Karad,https://www.redbus.in/bus-tickets/goa-to-karad
Sangitam Travels Tanzanite,A/C Sleeper (2+1),06h 30m,21:30,06h 30m,INR 899,28 Seats available,5.0,Goa to Karad,https://www.redbus.in/bus-tickets/goa-to-karad
IntrCity SmartBus,AC Sleeper (2+1),07h 15m,18:30,07h 15m,INR 950,15 Seats available,4.7,Goa to Karad,https://www.redbus.in/bus-tickets/goa-to-karad
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),07h 20m,19:15,07h 20m,INR 600,24 Seats available,4.4,Goa to Karad,https://www.redbus.in/bus-tickets/goa-to-karad
Atmaram Gobus,VE A/C Sleeper (2+1),07h 15m,22:30,07h 15m,INR 900,17 Seats available,4.8,Goa to Karad,https://www.redbus.in/bus-tickets/goa-to-karad
IntrCity SmartBus,AC Sleeper (2+1),06h 55m,19:30,06h 55m,INR 950,16 Seats available,4.5,Goa to Karad,https://www.redbus.in/bus-tickets/goa-to-karad
Indumati Travels,A/C Sleeper (2+1),07h 30m,21:00,07h 30m,INR 750,24 Seats available,4.6,Goa to Karad,https://www.redbus.in/bus-tickets/goa-to-karad
Atmaram Gobus,NON A/C Sleeper (2+1),08h 30m,19:01,08h 30m,INR 700,11 Seats available,5.0,Goa to Karad,https://www.redbus.in/bus-tickets/goa-to-karad
Zingbus Plus,VE A/C Sleeper (2+1),06h 35m,20:50,06h 35m,900,21 Seats available,4.7,Goa to Karad,https://www.redbus.in/bus-tickets/goa-to-karad
IntrCity SmartBus,A/C Sleeper (2+1),07h 20m,22:00,07h 20m,INR 900,12 Seats available,3.6,Goa to Karad,https://www.redbus.in/bus-tickets/goa-to-karad
IntrCity SmartBus,Bharat Benz A/C Sleeper (2+1),07h 00m,21:00,07h 00m,INR 900,29 Seats available,4.3,Goa to Karad,https://www.redbus.in/bus-tickets/goa-to-karad
Atmaram Gobus,NON A/C Sleeper (2+1),07h 45m,20:01,07h 45m,INR 700,13 Seats available,4.6,Goa to Karad,https://www.redbus.in/bus-tickets/goa-to-karad
Amrutyog Travels,A/C Sleeper (2+1),08h 00m,21:00,08h 00m,INR 899,26 Seats available,4.8,Goa to Karad,https://www.redbus.in/bus-tickets/goa-to-karad
IntrCity SmartBus,AC Sleeper (2+1),07h 35m,19:00,07h 35m,INR 900,16 Seats available,4.6,Goa to Karad,https://www.redbus.in/bus-tickets/goa-to-karad
IntrCity SmartBus,AC Sleeper (2+1),07h 00m,20:00,07h 00m,INR 950,11 Seats available,3.9,Goa to Karad,https://www.redbus.in/bus-tickets/goa-to-karad
Kadamba Transport Corporation Limited (KTCL) - 180976,Non AC Seater (2+2),03h 00m,13:30,03h 00m,INR 150,38 Seats available,3.9,Belagavi to Saquelim,https://www.redbus.in/bus-tickets/belagavi-to-saquelim
Kadamba Transport Corporation Limited (KTCL) - 180979,Non AC Seater (2+2),02h 30m,16:00,02h 30m,INR 150,34 Seats available,4.2,Belagavi to Saquelim,https://www.redbus.in/bus-tickets/belagavi-to-saquelim
Kadamba Transport Corporation Limited (KTCL) - 158967,A/C Seater (2+3),02h 00m,15:00,02h 00m,INR 400,48 Seats available,3.9,Margao to Mopa Airport,https://www.redbus.in/bus-tickets/margoa-to-mopa-airport
Kadamba Transport Corporation Limited (KTCL) - 158996,A/C Seater (2+3),02h 00m,12:30,02h 00m,INR 400,47 Seats available,3.9,Mopa Airport to Margao,https://www.redbus.in/bus-tickets/mopa-airport-to-margoa
Kadamba Transport Corporation Limited (KTCL) - 159015,A/C Seater (2+3),02h 00m,16:00,02h 00m,INR 400,47 Seats available,3.9,Mopa Airport to Margao,https://www.redbus.in/bus-tickets/mopa-airport-to-margoa
Kadamba Transport Corporation Limited (KTCL) - 158996,A/C Seater (2+3),00h 55m,12:30,00h 55m,INR 200,47 Seats available,3.9,Mopa Airport to Panaji,https://www.redbus.in/bus-tickets/mopa-airport-to-panaji
Kadamba Transport Corporation Limited (KTCL) - 159015,A/C Seater (2+3),00h 55m,16:00,00h 55m,INR 200,47 Seats available,3.9,Mopa Airport to Panaji,https://www.redbus.in/bus-tickets/mopa-airport-to-panaji
Kadamba Transport Corporation Limited (KTCL) - 159021,A/C Seater (2+3),00h 30m,12:00,00h 30m,INR 200,37 Seats available,3.9,Mopa Airport to Goa,https://www.redbus.in/bus-tickets/mopa-airport-to-goa
Kadamba Transport Corporation Limited (KTCL) - 158996,A/C Seater (2+3),00h 25m,12:30,00h 25m,INR 150,47 Seats available,3.9,Mopa Airport to Goa,https://www.redbus.in/bus-tickets/mopa-airport-to-goa
Kadamba Transport Corporation Limited (KTCL) - 160438,A/C Seater (2+3),00h 30m,13:30,00h 30m,INR 150,47 Seats available,3.9,Mopa Airport to Goa,https://www.redbus.in/bus-tickets/mopa-airport-to-goa
Kadamba Transport Corporation Limited (KTCL) - 159015,A/C Seater (2+3),00h 25m,16:00,00h 25m,INR 150,47 Seats available,3.9,Mopa Airport to Goa,https://www.redbus.in/bus-tickets/mopa-airport-to-goa
Kadamba Transport Corporation Limited (KTCL) - 160437,A/C Seater (2+3),00h 30m,17:30,00h 30m,INR 150,47 Seats available,4.4,Mopa Airport to Goa,https://www.redbus.in/bus-tickets/mopa-airport-to-goa
Ashray Travels,Bharat Benz A/C Sleeper (2+1),09h 30m,22:30,09h 30m,INR 900,24 Seats available,4.8,Goa to Satara,https://www.redbus.in/bus-tickets/goa-to-satara
Atmaram Gobus,VE A/C Sleeper (2+1),08h 30m,22:30,08h 30m,INR 900,17 Seats available,4.3,Goa to Satara,https://www.redbus.in/bus-tickets/goa-to-satara
Ashray Grand,Volvo Multi-Axle A/C Sleeper (2+1),09h 30m,22:00,09h 30m,INR 1050,25 Seats available,4.7,Goa to Satara,https://www.redbus.in/bus-tickets/goa-to-satara
IntrCity SmartBus,A/C Sleeper (2+1),08h 10m,22:00,08h 10m,INR 900,12 Seats available,4.3,Goa to Satara,https://www.redbus.in/bus-tickets/goa-to-satara
Atmaram Gobus,NON A/C Sleeper (2+1),09h 15m,20:01,09h 15m,INR 700,13 Seats available,4.4,Goa to Satara,https://www.redbus.in/bus-tickets/goa-to-satara
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),08h 10m,19:15,08h 10m,INR 600,24 Seats available,4.8,Goa to Satara,https://www.redbus.in/bus-tickets/goa-to-satara
Zingbus Plus,VE A/C Sleeper (2+1),07h 35m,20:50,07h 35m,900,21 Seats available,3.7,Goa to Satara,https://www.redbus.in/bus-tickets/goa-to-satara
Atmaram Travels ( Gogte ),NON A/C Sleeper (2+1),08h 30m,21:01,08h 30m,INR 700,23 Seats available,3.9,Goa to Satara,https://www.redbus.in/bus-tickets/goa-to-satara
Atmaram Travels(KVT Narmada Red),Bharat Benz A/C Sleeper (2+1),08h 45m,21:16,08h 45m,INR 900,22 Seats available,4.6,Goa to Satara,https://www.redbus.in/bus-tickets/goa-to-satara
Giroba Travels (Anand Royal),Non A/C Seater / Sleeper (2+1),10h 15m,18:30,10h 15m,INR 500,29 Seats available,4.7,Goa to Satara,https://www.redbus.in/bus-tickets/goa-to-satara
Anand Ashray Travels,Volvo Multi-Axle A/C Sleeper (2+1),08h 30m,22:45,08h 30m,INR 999,22 Seats available,4.6,Goa to Satara,https://www.redbus.in/bus-tickets/goa-to-satara
Laxmi-Princess Nova,Non A/C Seater / Sleeper (2+1),09h 00m,19:00,09h 00m,INR 500,39 Seats available,4.4,Goa to Satara,https://www.redbus.in/bus-tickets/goa-to-satara
Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),09h 15m,19:30,09h 15m,INR 750,30 Seats available,4.3,Goa to Satara,https://www.redbus.in/bus-tickets/goa-to-satara
Amrutyog Travels,A/C Sleeper (2+1),09h 00m,21:00,09h 00m,INR 899,30 Seats available,4.6,Goa to Satara,https://www.redbus.in/bus-tickets/goa-to-satara
IntrCity SmartBus,AC Sleeper (2+1),09h 05m,19:30,09h 05m,INR 950,16 Seats available,4.2,Goa to Satara,https://www.redbus.in/bus-tickets/goa-to-satara
Kadamba Transport Corporation Limited (KTCL) - 180182,A/C Sleeper (2+1),16h 00m,17:00,16h 00m,INR 1400,6 Seats available,4.5,Goa to Shirdi,https://www.redbus.in/bus-tickets/goa-to-shirdi
PSR Travels Goa (Parrikar),VE A/C Sleeper (2+1),14h 15m,19:15,14h 15m,INR 1399,17 Seats available,2.2,Goa to Shirdi,https://www.redbus.in/bus-tickets/goa-to-shirdi
Humsafar Travels,Bharat Benz A/C Sleeper (2+1),16h 00m,19:00,16h 00m,INR 1250,17 Seats available,3.9,Goa to Shirdi,https://www.redbus.in/bus-tickets/goa-to-shirdi
Kadamba Transport Corporation Limited (KTCL) - 180183,A/C Sleeper (2+1),16h 00m,14:00,16h 00m,INR 1400,9 Seats available,4.7,Shirdi to Goa,https://www.redbus.in/bus-tickets/shirdi-to-goa
PSR Travels Goa (Parrikar),VE A/C Sleeper (2+1),15h 00m,18:00,15h 00m,INR 1599,3 Seats available,3.4,Shirdi to Goa,https://www.redbus.in/bus-tickets/shirdi-to-goa
Humsafar Travels,Bharat Benz A/C Sleeper (2+1),19h 00m,14:30,19h 00m,INR 1680,10 Seats available,3.9,Shirdi to Goa,https://www.redbus.in/bus-tickets/shirdi-to-goa
Kadamba Transport Corporation Limited (KTCL) - 78627,Volvo AC Seater 2+2,00h 31m,13:30,00h 31m,INR 100,40 Seats available,3.9,Calangute (goa) to Panaji,https://www.redbus.in/bus-tickets/calangute-goa-to-panaji
Kadamba Transport Corporation Limited (KTCL) - 99718,AC Seater (2+2),00h 31m,15:30,00h 31m,INR 100,41 Seats available,3.9,Calangute (goa) to Panaji,https://www.redbus.in/bus-tickets/calangute-goa-to-panaji
Kadamba Transport Corporation Limited (KTCL) - 99707,AC Seater (2+2),00h 44m,14:46,00h 44m,INR 100,41 Seats available,N/A,Panaji to Calangute (goa),https://www.redbus.in/bus-tickets/panaji-to-calangute-goa
