Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_name,Route_link
Lokenath Bus Service,Volvo A/C Seater (2+2),07h 25m,22:35,07h 25m,INR 649,3 Seats available,3.5,Malda to Kolkata,https://www.redbus.in/bus-tickets/malda-to-kolkata
Aitiana Airwings,Benz A/C Sleeper (2+1),07h 35m,23:55,07h 35m,INR 1000,3 Seats available,4.2,Malda to Kolkata,https://www.redbus.in/bus-tickets/malda-to-kolkata
Raipur Cruiser,Volvo 9600 Multi-Axle A/C Sleeper (2+1),08h 05m,22:15,08h 05m,1425,3 Seats available,4.6,Malda to Kolkata,https://www.redbus.in/bus-tickets/malda-to-kolkata
New Maa Shivani,NON A/C Seater / Sleeper (2+2),12h 45m,20:30,12h 45m,INR 530,38 Seats available,4.2,Berhampore (West Bengal) to Cooch Behar (West Bengal),https://www.redbus.in/bus-tickets/berhampore-to-cooch-behar-west-bengal
Express Line,Volvo 9600 A/C Seater/Sleeper (2+1),10h 30m,19:45,10h 30m,INR 800,12 Seats available,4.2,Kolkata to Balurghat,https://www.redbus.in/bus-tickets/kolkata-to-balurghat
Rubi Paribahan  ,Volvo Multi Axle B11R AC Seater\Sleeper (2+1),10h 00m,20:00,10h 00m,INR 800,18 Seats available,2.6,Kolkata to Balurghat,https://www.redbus.in/bus-tickets/kolkata-to-balurghat
Padmanabha Paribahan,A/C Seater / Sleeper (2+2),12h 00m,20:00,12h 00m,INR 450,37 Seats available,2.3,Kolkata to Balurghat,https://www.redbus.in/bus-tickets/kolkata-to-balurghat
Jio Dolphin Travels,VE A/C Seater / Sleeper (2+2),10h 00m,20:00,10h 00m,INR 499,51 Seats available,3.7,Kolkata to Balurghat,https://www.redbus.in/bus-tickets/kolkata-to-balurghat
New Dolphin Travels,NON A/C Seater / Sleeper (2+2),10h 45m,19:45,10h 45m,INR 380,28 Seats available,3.1,Balurghat to Kolkata,https://www.redbus.in/bus-tickets/balurghat-to-kolkata
New Dolphin Travels,A/C Seater / Sleeper (2+2),11h 20m,19:40,11h 20m,INR 600,29 Seats available,4.3,Balurghat to Kolkata,https://www.redbus.in/bus-tickets/balurghat-to-kolkata
Lokenath Bus Service,Volvo Multi-Axle A/C Seater/Sleeper (2+1),06h 45m,23:45,06h 45m,INR 1199,23 Seats available,3.4,Berhampore (West Bengal) to Siliguri,https://www.redbus.in/bus-tickets/berhampore-to-siliguri
Lokenath Bus Service,A/C Seater / Sleeper (2+1),06h 35m,23:55,06h 35m,INR 799,18 Seats available,2.4,Berhampore (West Bengal) to Siliguri,https://www.redbus.in/bus-tickets/berhampore-to-siliguri
Aradhana Travel,A/C Seater / Sleeper (2+2),09h 00m,20:00,09h 00m,540,37 Seats available,2.4,Berhampore (West Bengal) to Siliguri,https://www.redbus.in/bus-tickets/berhampore-to-siliguri
New Maa Shivani,NON A/C Seater / Sleeper (2+2),09h 30m,20:30,09h 30m,INR 400,32 Seats available,2.0,Berhampore (West Bengal) to Siliguri,https://www.redbus.in/bus-tickets/berhampore-to-siliguri
New Maa Shivani,NON A/C Seater / Sleeper (2+2),07h 30m,21:15,07h 30m,INR 430,10 Seats available,1.3,Berhampore (West Bengal) to Siliguri,https://www.redbus.in/bus-tickets/berhampore-to-siliguri
Aradhana Travel,NON A/C Seater / Sleeper (2+2),10h 20m,21:10,10h 20m,540,31 Seats available,2.7,Berhampore (West Bengal) to Siliguri,https://www.redbus.in/bus-tickets/berhampore-to-siliguri
Aradhana Bus Service,NON A/C Seater / Sleeper (2+2),07h 45m,23:15,07h 45m,INR 750,14 Seats available,3.0,Berhampore (West Bengal) to Siliguri,https://www.redbus.in/bus-tickets/berhampore-to-siliguri
RAYAN,NON A/C Seater / Sleeper (2+2),08h 00m,22:30,08h 00m,INR 500,4 Seats available,3.5,Berhampore (West Bengal) to Siliguri,https://www.redbus.in/bus-tickets/berhampore-to-siliguri
Maa Durga Bus Service (SNT),A/C Seater / Sleeper (2+1),07h 00m,23:00,07h 00m,INR 800,13 Seats available,4.3,Berhampore (West Bengal) to Siliguri,https://www.redbus.in/bus-tickets/berhampore-to-siliguri
Lokenath (Maa Tara),NON A/C Seater / Sleeper (2+2),08h 00m,22:15,08h 00m,INR 600,6 Seats available,4.1,Berhampore (West Bengal) to Siliguri,https://www.redbus.in/bus-tickets/berhampore-to-siliguri
NBSTC-KOL-BLG-R1-19:30 - 156420,NON A/C Seater Push Back (2+2),10h 30m,19:45,10h 30m,INR 335,5 Seats available,4.1,Kolkata to Gangarampur,https://www.redbus.in/bus-tickets/kolkata-to-gangarampur
Express Line,Volvo 9600 A/C Seater/Sleeper (2+1),10h 00m,19:45,10h 00m,INR 800,15 Seats available,3.7,Kolkata to Gangarampur,https://www.redbus.in/bus-tickets/kolkata-to-gangarampur
Rubi Paribahan  ,Volvo Multi Axle B11R AC Seater\Sleeper (2+1),09h 30m,20:00,09h 30m,INR 800,22 Seats available,4.8,Kolkata to Gangarampur,https://www.redbus.in/bus-tickets/kolkata-to-gangarampur
NBSTC-BHP-COB-R1-18:30 - 156423,Non AC Seater 2+2,10h 10m,20:50,10h 10m,INR 338,16 Seats available,4.3,Malda to Cooch Behar (West Bengal),https://www.redbus.in/bus-tickets/malda-to-cooch-behar-west-bengal
NBSTC-KOL-RAI-R1-20:30 - 156416,NON A/C Seater Push Back (2+2),07h 30m,20:45,07h 30m,INR 301,9 Seats available,4.6,Kolkata to Gazole,https://www.redbus.in/bus-tickets/kolkata-to-gazole
Express Line,Volvo 9600 A/C Seater/Sleeper (2+1),09h 00m,19:45,09h 00m,INR 750,19 Seats available,1.9,Kolkata to Gazole,https://www.redbus.in/bus-tickets/kolkata-to-gazole
Rubi Paribahan  ,Volvo Multi Axle B11R AC Seater\Sleeper (2+1),08h 25m,20:00,08h 25m,INR 800,23 Seats available,1.9,Kolkata to Gazole,https://www.redbus.in/bus-tickets/kolkata-to-gazole
Lokenath Bus Service,Volvo A/C Seater (2+2),07h 45m,21:15,07h 45m,INR 749,37 Seats available,1.9,Kolkata to Gazole,https://www.redbus.in/bus-tickets/kolkata-to-gazole
Lokenath (Maa Tara),NON A/C Seater / Sleeper (2+2),09h 15m,21:30,09h 15m,INR 400,12 Seats available,4.4,Kolkata to Gazole,https://www.redbus.in/bus-tickets/kolkata-to-gazole
Lokenath (Maa Tara),NON A/C Seater / Sleeper (2+2),09h 30m,21:00,09h 30m,INR 400,8 Seats available,4.3,Kolkata to Gazole,https://www.redbus.in/bus-tickets/kolkata-to-gazole
Lokenath (Maa Tara),NON AC Seater / Sleeper 2+1,10h 15m,20:00,10h 15m,INR 450,9 Seats available,4.1,Kolkata to Gazole,https://www.redbus.in/bus-tickets/kolkata-to-gazole
NBSTC-KOL-BLG-R1-19:30 - 156420,NON A/C Seater Push Back (2+2),10h 00m,19:45,10h 00m,INR 323,25 Seats available,4.3,Kolkata to Buniadpur,https://www.redbus.in/bus-tickets/kolkata-to-buniadpur
Express Line,Volvo 9600 A/C Seater/Sleeper (2+1),09h 30m,19:45,09h 30m,INR 800,16 Seats available,4.1,Kolkata to Buniadpur,https://www.redbus.in/bus-tickets/kolkata-to-buniadpur
Rubi Paribahan  ,Volvo Multi Axle B11R AC Seater\Sleeper (2+1),09h 00m,20:00,09h 00m,INR 800,20 Seats available,4.2,Kolkata to Buniadpur,https://www.redbus.in/bus-tickets/kolkata-to-buniadpur
Express Line,Volvo 9600 A/C Seater/Sleeper (2+1),09h 15m,19:45,09h 15m,INR 1000,1 Seat available,3.1,Gangarampur to Kolkata,https://www.redbus.in/bus-tickets/gangarampur-to-kolkata
Rubi Paribahan  ,Volvo Multi Axle B11R AC Seater\Sleeper (2+1),09h 15m,20:05,09h 15m,INR 900,18 Seats available,2.7,Gangarampur to Kolkata,https://www.redbus.in/bus-tickets/gangarampur-to-kolkata
New Dolphin Travels,NON A/C Seater / Sleeper (2+2),09h 40m,20:50,09h 40m,INR 350,28 Seats available,2.1,Gangarampur to Kolkata,https://www.redbus.in/bus-tickets/gangarampur-to-kolkata
Padmanabha Paribahan,A/C Seater / Sleeper (2+2),10h 45m,20:15,10h 45m,INR 450,9 Seats available,4.1,Gangarampur to Kolkata,https://www.redbus.in/bus-tickets/gangarampur-to-kolkata
New Dolphin Travels,A/C Seater / Sleeper (2+2),10h 20m,20:40,10h 20m,INR 550,29 Seats available,4.0,Gangarampur to Kolkata,https://www.redbus.in/bus-tickets/gangarampur-to-kolkata
Swarnali Paribahan,NON A/C Seater Push Back (2+2),10h 15m,19:45,10h 15m,INR 290,21 Seats available,3.7,Gangarampur to Kolkata,https://www.redbus.in/bus-tickets/gangarampur-to-kolkata
NBSTC-RAI-KOL-R1-19:30 - 156414,NON A/C Seater Push Back (2+2),07h 30m,20:30,07h 30m,INR 250,1 Seat available,4.0,Raiganj to Krishnanagar (West Bengal),https://www.redbus.in/bus-tickets/raiganj-to-krishnanagar
Modern Travels,Bharat Benz A/C Sleeper (2+1),05h 30m,23:00,05h 30m,INR 1550,7 Seats available,3.9,Raiganj to Krishnanagar (West Bengal),https://www.redbus.in/bus-tickets/raiganj-to-krishnanagar
Prarthana Bus Service,A/C Seater / Sleeper (2+1),04h 30m,00:30,04h 30m,INR 900,45 Seats available,2.4,Raiganj to Krishnanagar (West Bengal),https://www.redbus.in/bus-tickets/raiganj-to-krishnanagar
Modern Travels,Bharat Benz A/C Seater /Sleeper (2+1),05h 30m,22:55,05h 30m,INR 2925,39 Seats available,3.2,Raiganj to Krishnanagar (West Bengal),https://www.redbus.in/bus-tickets/raiganj-to-krishnanagar
Poulami Paribahan,Volvo Multi-Axle A/C Seater/Sleeper (2+1),06h 10m,22:30,06h 10m,INR 1299,35 Seats available,3.7,Raiganj to Krishnanagar (West Bengal),https://www.redbus.in/bus-tickets/raiganj-to-krishnanagar
RAYAN,NON A/C Seater / Sleeper (2+2),07h 00m,22:00,07h 00m,INR 500,59 Seats available,1.6,Raiganj to Krishnanagar (West Bengal),https://www.redbus.in/bus-tickets/raiganj-to-krishnanagar
Aradhana Travel,A/C Seater / Sleeper (2+2),06h 00m,23:00,06h 00m,540,36 Seats available,3.2,Malda to Siliguri,https://www.redbus.in/bus-tickets/malda-to-siliguri
Aradhana Travel,NON A/C Seater / Sleeper (2+2),07h 31m,23:59,07h 31m,540,31 Seats available,4.5,Malda to Siliguri,https://www.redbus.in/bus-tickets/malda-to-siliguri
New Maa Shivani,NON A/C Seater / Sleeper (2+2),05h 15m,23:30,05h 15m,INR 350,10 Seats available,4.7,Malda to Siliguri,https://www.redbus.in/bus-tickets/malda-to-siliguri
Aradhana Travel,NON A/C Seater / Sleeper (2+2),06h 30m,22:30,06h 30m,450,33 Seats available,4.5,Malda to Siliguri,https://www.redbus.in/bus-tickets/malda-to-siliguri
New Das Paribahan,NON A/C Seater / Sleeper (2+2),06h 10m,23:25,06h 10m,INR 635,12 Seats available,3.2,Malda to Siliguri,https://www.redbus.in/bus-tickets/malda-to-siliguri
Express Line,Volvo 9600 A/C Seater/Sleeper (2+1),11h 55m,20:00,11h 55m,INR 1199,22 Seats available,3.1,Kolkata to Islampur (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-islampur-west-bengal
Rubi Paribahan  ,Volvo 9600 Multi-Axle A/C Sleeper (2+1),11h 05m,19:55,11h 05m,INR 1200,9 Seats available,3.1,Kolkata to Islampur (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-islampur-west-bengal
Easy Ride,Volvo 9600 Multi-Axle A/C Sleeper (2+1),12h 00m,20:30,12h 00m,INR 1500,13 Seats available,2.5,Kolkata to Islampur (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-islampur-west-bengal
Rubi Paribahan  ,Volvo 9600 A/C Seater/Sleeper (2+1),11h 00m,20:00,11h 00m,INR 1000,30 Seats available,2.2,Kolkata to Islampur (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-islampur-west-bengal
Easy Ride,Volvo 9600 Multi-Axle A/C Sleeper (2+1),11h 30m,20:20,11h 30m,INR 1500,3 Seats available,4.6,Kolkata to Islampur (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-islampur-west-bengal
Shyamoli Paribahan Pvt Ltd,Volvo 9600 Multi-Axle A/C Sleeper (2+1),11h 30m,19:55,11h 30m,INR 1500,2 Seats available,4.6,Kolkata to Islampur (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-islampur-west-bengal
Aitiana Airwings,Benz A/C Sleeper (2+1),08h 45m,20:15,08h 45m,INR 1100,8 Seats available,4.8,Kolkata to Islampur (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-islampur-west-bengal
Shyamoli Paribahan Pvt Ltd,Volvo 9600 A/C Seater/Sleeper (2+1),11h 35m,19:30,11h 35m,INR 1000,27 Seats available,3.0,Kolkata to Islampur (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-islampur-west-bengal
Raipur Cruiser,Volvo 9600 Multi-Axle A/C Sleeper (2+1),09h 15m,20:00,09h 15m,1425,2 Seats available,3.0,Kolkata to Islampur (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-islampur-west-bengal
Raipur Cruiser,Volvo 9600 A/C Seater (2+2),10h 00m,20:30,10h 00m,2375,52 Seats available,3.0,Kolkata to Islampur (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-islampur-west-bengal
New Maa Shivani,NON A/C Seater / Sleeper (2+2),12h 00m,20:30,12h 00m,INR 530,42 Seats available,4.4,Berhampore (West Bengal) to Falakata (west bengal),https://www.redbus.in/bus-tickets/berhampore-to-falakata
NBSTC-KOL-RAI-R1-20:30 - 156416,NON A/C Seater Push Back (2+2),08h 30m,20:45,08h 30m,INR 323,9 Seats available,4.5,Kolkata to Itahar (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-itahar-west-bengal
Lokenath (Maa Tara),NON AC Seater / Sleeper 2+1,10h 45m,20:00,10h 45m,INR 450,7 Seats available,4.6,Kolkata to Itahar (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-itahar-west-bengal
Lokenath (Maa Tara),NON A/C Seater / Sleeper (2+2),09h 40m,21:30,09h 40m,INR 400,10 Seats available,4.5,Kolkata to Itahar (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-itahar-west-bengal
NBSTC-KOL-RAI-R1-20:30 - 156416,NON A/C Seater Push Back (2+2),04h 45m,20:45,04h 45m,INR 251,9 Seats available,4.5,Kolkata to Farakka,https://www.redbus.in/bus-tickets/kolkata-to-farakka
Express Line,Volvo 9600 A/C Seater/Sleeper (2+1),07h 45m,20:15,07h 45m,INR 750,12 Seats available,4.2,Kolkata to Farakka,https://www.redbus.in/bus-tickets/kolkata-to-farakka
Rubi Paribahan  ,Volvo Multi Axle B11R AC Seater\Sleeper (2+1),08h 05m,20:00,08h 05m,INR 800,22 Seats available,2.8,Kolkata to Farakka,https://www.redbus.in/bus-tickets/kolkata-to-farakka
